PMID,Year,DOI,PMC,Title,Status,Route,Attempts,Error,PDFPath
34907988,2022,10.1097/DCR.0000000000002331,,Downstaging in Advanced Rectal Cancers: A Propensity-Matched Comparison Between Short-Course Radiotherapy Followed by Chemotherapy and Long-Course Chemoradiotherapy.,pending,,0,,
34912724,2021,10.3389/fonc.2021.790894,PMC8666428,A Novel Scoring System for Response of Preoperative Chemoradiotherapy in Locally Advanced Rectal Cancer Using Early-Treatment Blood Features Derived From Machine Learning.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_34912724.pdf
34913210,2022,10.1002/jmri.28033,,The Conversion of MRI Data With Multiple b-Values into Signature-Like Pictures to Predict Treatment Response for Rectal Cancer.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
34917137,2021,10.1155/2021/4662061,PMC8670968,Combining CT Images and Clinical Features of Four Periods to Predict Whether Patients Have Rectal Cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_34917137.pdf
34917505,2021,10.3389/fonc.2021.750922,PMC8670938,"Commentary: ""Long-Term Outcomes and Prognostic Analysis of Computed Tomography-Guided Radioactive (125) I Seed Implantation for Locally Recurrent Rectal Cancer After External Beam Radiotherapy or Surgery"": Letter to the Editor.",done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_34917505.pdf
34918621,2022,10.1080/0284186X.2021.2013530,,MRI-based automatic segmentation of rectal cancer using 2D U-Net on two independent cohorts.,pending,,0,,
34922118,2022,10.1016/j.ejrad.2021.110106,,Value of intravoxel incoherent motion for assessment of lymph node status and tumor response after chemoradiation therapy in locally advanced rectal cancer.,done,scihub:doi,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_34922118.pdf
34922810,2022,10.1016/j.ejso.2021.11.007,,Preoperative assessment and optimisation for pelvic exenteration in locally advanced and recurrent rectal cancer: A review.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
34926480,2021,10.3389/fmed.2021.684238,PMC8678047,A Deep-Learning Pipeline for TSS Coverage Imputation From Shallow Cell-Free DNA Sequencing.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_34926480.pdf
34926566,2021,10.3389/fsurg.2021.752009,PMC8674929,Comparison of Clinical Efficacy and Safety Between da Vinci Robotic and Laparoscopic Intersphincteric Resection for Low Rectal Cancer: A Meta-Analysis.,not_found,scihub:title,5,scihub:title: 404/空响应（文献未收录）,
34928715,2023,10.1177/02841851211065925,,Diagnostic performance of MRI and endoscopy for assessing complete response in rectal cancer after neoadjuvant chemoradiotherapy: a systematic review of the literature.,pending,,0,,
34931986,2022,10.2174/1573405617666210712125028,,A Comparison of Liver MRI and Contrast-Enhanced CT as Standard Workup Before Treatment for Rectal Cancer in Usual Care - A Retrospective Study.,pending,,0,,
34935061,2022,10.3892/or.2021.8245,PMC8717123,Role of MRI‑based radiomics in locally advanced rectal cancer (Review).,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_34935061.pdf
34937089,2022,10.1093/jjco/hyab196,,Evaluation of abdominal aortic calcification by plain CT predicts anastomotic leakage in laparoscopic surgery for colorectal cancer.,pending,,0,,
34942281,2022,10.1016/j.radonc.2021.12.017,,Provincial variations in radiotherapy utilization as a measure of access: A pan-Canadian study.,pending,,0,,
34944970,2021,10.3390/cancers13246350,PMC8699508,Prediction of Neoadjuvant Chemoradiotherapy Response in Rectal Cancer with Metric Learning Using Pretreatment 18F-Fluorodeoxyglucose Positron Emission Tomography.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_34944970.pdf
34946287,2021,10.3390/medicina57121342,PMC8707820,A Pattern of Care Report on the Management of Patients with Squamous Cell Carcinoma of the Anus-A Study by the Italian Association of Radiotherapy and Clinical Oncology (AIRO) Gastrointestinal Tumors Study Group.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
34952679,2022,10.1016/S2589-7500(21)00215-6,,Development and validation of a radiopathomics model to predict pathological complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a multicentre observational study.,pending,,0,,
34953708,2022,10.1016/j.canrad.2021.11.002,,Rectal cancer radiotherapy.,pending,,0,,
34953935,2022,10.1016/j.radonc.2021.12.023,,Collagen score in the tumor microenvironment predicts the prognosis of rectal cancer patients after neoadjuvant chemoradiotherapy.,pending,,0,,
34954863,2022,10.1111/codi.16032,,"Prognostic significance of MR identified EMVI, tumour deposits, mesorectal nodes and pelvic side wall disease in locally advanced rectal cancer.",pending,,0,,
34954921,2021,,,Complete Pathologic Response Prediction by Radiomics Wavelets Features of Unenhanced CT Simulation Images in Locally Advanced Rectal Cancer Patients after Neoadjuvant Chemoradiation.,pending,,0,,
34955416,2022,10.1016/j.canrad.2021.11.015,,Radiotherapy of anal canal cancer.,pending,,0,,
34956868,2021,10.3389/fonc.2021.741612,PMC8695495,Clinical Significance and Prognostic Value of the Maximum Standardized Uptake Value of (18)F-Flurodeoxyglucose Positron Emission Tomography-Computed Tomography in Colorectal Cancer.,done,europepmc:pdf,4,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_34956868.pdf
34956893,2021,10.3389/fonc.2021.774413,PMC8695680,Fractal-Based Radiomic Approach to Tailor the Chemotherapy Treatment in Rectal Cancer: A Generating Hypothesis Study.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_34956893.pdf
34958406,2022,10.1007/s00261-021-03369-1,,T2*-weighted imaging and diffusion kurtosis imaging (DKI) of rectal cancer: correlation with clinical histopathologic prognostic factors.,pending,,0,,
34961302,2021,10.3393/ac.2021.00913.0130,PMC8717070,Lateral Pelvic Lymph Node Dissection After Neoadjuvant Chemoradiotherapy in Patients With Rectal Cancer: A Single-Center Experience and Literature Review.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_34961302.pdf
34961658,2022,10.1016/j.acra.2021.11.024,,Radiomics Features at Multiparametric MRI Predict Disease-Free Survival in Patients With Locally Advanced Rectal Cancer.,pending,,0,,
34961711,2022,10.1016/j.asjsur.2021.12.022,,Magnetic resonance imaging pelvimetry predicts the technical difficulty of rectal surgery.,pending,,0,,
34961731,2022,10.1016/j.clcc.2021.11.002,,Biomarkers in Locally Advanced Rectal Cancer: A Review.,pending,,0,,
34966777,2021,10.3389/fsurg.2021.785313,PMC8710449,Exploring Central Vascular Anatomy With Axial Computed Tomography During Surgery for Sigmoid Colon and Rectal Cancer: New Insights Into the Anatomical Relationship Between the Inferior Mesenteric Artery and the Duodenum.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_34966777.pdf
34967092,2022,10.1111/ans.17442,,Resection of an abdominal wall rectal cancer recurrence with posterior component separation and transverse abdominis release following image-guided botulinum toxin A injection.,pending,,0,,
34981341,2023,10.1007/s12029-021-00794-9,,Locally Advanced Rectal Cancer: What We Learned in the Last Two Decades and the Future Perspectives.,pending,,0,,
34982367,2022,10.1007/s11307-021-01696-9,,Correction to: Value of Primary Rectal Tumor PET/MRI in the Prediction of Synchronic Metastatic Disease.,pending,,0,,
34986842,2022,10.1186/s12957-021-02464-3,PMC8728915,Combination of extramural venous invasion and lateral lymph node size detected with magnetic resonance imaging is a reliable biomarker for lateral lymph node metastasis in patients with rectal cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_34986842.pdf
34986999,2022,10.1016/j.ejso.2021.12.019,,Prospective study to assess the role of FDG PET/CT in detecting systemic metastatic spread in rectal cancers with lateral pelvic lymph nodes.,pending,,0,,
34988741,2022,10.1007/s00464-021-08872-6,,S184: preoperative sarcopenia is associated with worse short-term outcomes following transanal total mesorectal excision (TaTME) for rectal cancer.,pending,,0,,
34990431,2022,10.1097/DCR.0000000000002144,,Image Navigation Surgery With the Fluorescent Ureteral Catheter of Recurrent Tumors in the Pelvic Cavity.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
34990984,2022,10.1016/j.clinimag.2021.12.013,,Quantitative parameters of magnetic resonance imaging cannot predict human epidermal growth factor receptor 2 (HER2) status in rectal cancer.,pending,,0,,
34994044,2022,10.1111/ans.17450,,The management of asymptomatic radiological anastomotic leakage following anterior resection.,pending,,0,,
34997304,2022,10.1007/s00384-021-04089-0,PMC8885551,Mesenteric occlusive disease of the inferior mesenteric artery is associated with anastomotic leak after left-sided colon and rectal cancer surgery: a retrospective cohort study.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_34997304.pdf
34998098,2022,10.1016/j.ejrad.2021.110146,,Rectal cancer response to neoadjuvant chemoradiotherapy evaluated with MRI: Development and validation of a classification algorithm.,pending,,0,,
35001364,2022,10.1002/ijc.33928,PMC9015603,"Impact of two waves of Sars-Cov2 outbreak on the number, clinical presentation, care trajectories and survival of patients newly referred for a colorectal cancer: A French multicentric cohort study from a large group of university hospitals.",not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35001478,2022,10.1002/pon.5880,,Psychological and sexual distress in rectal cancer patients and partners.,pending,,0,,
35003742,2022,10.3892/mco.2021.2477,PMC8739073,Efficacy of side-to-end anastomosis to prevent anastomotic leakage after anterior resection for rectal cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35003742.pdf
35017368,2021,10.4103/ijc.IJC_80_20,,The role of MRI and 18F-FDG PET/CT with respect to evaluation of pathological response in the rectal cancer patients after neoadjuvant chemoradiotherapy.,not_found,scihub:title,3,scihub:title: 404/空响应（文献未收录）,
35018217,2022,10.18632/oncotarget.28100,PMC8734641,"The ""Immunoscore"" in rectal cancer: could we search quality beyond quantity of life?",not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35024729,2021,10.47162/RJME.62.2.07,PMC8848272,Assessment of clinical and pathological complete response after neoadjuvant chemoradiotherapy in rectal adenocarcinoma and its therapeutic implications.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35026621,2022,10.1016/j.ejrad.2021.110113,,Selection of patients with rectal cancer for neoadjuvant therapy using pre-therapeutic MRI - Results from OCUM trial.,pending,,0,,
35028011,2022,10.18632/oncotarget.28165,PMC8746015,Early detection of treatment futility in patients with metastatic colorectal cancer.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35029304,2022,10.1111/ans.17465,,How to do a robotic lateral pelvic side wall dissection for rectal cancer.,pending,,0,,
35032331,2022,10.1002/jso.26792,,Revised prognostic indicators for treatment of lymph node positive colorectal peritoneal metastases.,pending,,0,,
35033008,2022,10.1186/s12885-021-09158-9,PMC8760695,THUNDER 2: THeragnostic Utilities for Neoplastic DisEases of the Rectum by MRI guided radiotherapy.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35036637,2022,10.1016/j.adro.2021.100867,PMC8749199,Development of an Orthotopic Murine Model of Rectal Cancer in Conjunction With Targeted Short-Course Radiation Therapy.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35036637.pdf
35040944,2021,10.1093/bjsopen/zrab101,PMC8765336,Quality of life in restorative versus non-restorative resections for rectal cancer: systematic review.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35040944.pdf
35043971,2022,10.1002/mp.15462,,A hybrid optimization strategy for deliverable intensity-modulated radiotherapy plan generation using deep learning-based dose prediction.,pending,,0,,
35044586,2022,10.1007/s13304-022-01238-0,,An anatomical study on intersphincteric space related to intersphincteric resection for ultra-low rectal cancer.,pending,,0,,
35045353,2022,10.1016/j.ejrad.2022.110155,,Combining diffusion kurtosis imaging and clinical data for predicting the extramural venous invasion of rectal adenocarcinoma.,done,scihub:doi,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35045353.pdf
35047400,2021,10.3389/fonc.2021.783544,PMC8761907,Amide Proton Transfer Weighted and Intravoxel Incoherent Motion Imaging in Evaluation of Prognostic Factors for Rectal Adenocarcinoma.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35047400.pdf
35064299,2022,10.1007/s00384-021-04085-4,,Impact of the viability assessment of lateral lymph node metastasis in rectal cancer after neoadjuvant chemoradiotherapy.,pending,,0,,
35065641,2022,10.1186/s12957-022-02488-3,PMC8783503,Advantages of total proctocolectomy with straight ileoanal anastomosis plus pedicled omental transposition for familial adenomatous polyposis: a preliminary study.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35065641.pdf
35067032,2022,10.3760/cma.j.cn441530-20220104-00008,,[Resection margin of colorectal cancer surgery].,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35067501,2022,10.1097/DCR.0000000000002385,,Impact of Definitive Chemoradiation on Quality-of-Life Changes for Patients With Anal Cancer: Long-term Results of a Prospective Study.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35067545,2022,10.1097/RLU.0000000000004066,,68Ga-PSMA PET/CT Scan Leading to Diagnosis of PSMA-Positive Rectal Adenocarcinoma in a Patient With Prostate Cancer.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35070064,2021,10.4240/wjgs.v13.i12.1567,PMC8727185,Mucinous adenocarcinoma: A unique clinicopathological subtype in colorectal cancer.,done,europepmc:pdf,4,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35070064.pdf
35070078,2021,10.4240/wjgs.v13.i12.1754,PMC8727188,Current and future role of three-dimensional modelling technology in rectal cancer surgery: A systematic review.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35070078.pdf
35071450,2021,10.21037/atm-21-5658,PMC8756231,Magnetic resonance neuroimaging promotes the preservation of pelvic autonomic nerves in laparoscopic total mesorectal excision: a comparative study.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35071450.pdf
35078629,2022,10.1016/j.surg.2021.10.003,,Nonmetastatic ypt0 rectal cancer after neoadjuvant treatment and total mesorectal excision: Lessons from a retrospective multicentric cohort of 383 patients.,pending,,0,,
35082090,2022,10.1016/j.cvsm.2021.12.008,,Updated Concepts in Oncologic Surgery: Apocrine Gland Anal Sac Adenocarcinoma and Mast Cell Tumors.,pending,,0,,
35083567,2022,10.1007/s00423-021-02412-5,,Is it worthwhile to perform closure of the pelvic peritoneum in laparoscopic extralevator abdominoperineal resection?,pending,,0,,
35085099,2022,10.1109/JBHI.2022.3146778,PMC9295632,RADIomic Spatial TexturAl Descriptor (RADISTAT): Quantifying Spatial Organization of Imaging Heterogeneity Associated With Tumor Response to Treatment.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35085099.pdf
35086111,2022,10.1159/000522205,,Feasibility of [18F]FDG PET/MRI with Early-Delayed and Extended PET as One-Stop Imaging for Staging and Predicting Metastasis in Rectal Cancer.,pending,,0,,
35090079,2022,10.1002/jmri.28068,,A Nomogram of Combining IVIM-DWI and MRI Radiomics From the Primary Lesion of Rectal Adenocarcinoma to Assess Nonenlarged Lymph Node Metastasis Preoperatively.,pending,,0,,
35090178,2022,10.52198/22.STI.40.CR1507,,Watch and Wait Strategy for Rectal Cancer: How Long Should We Wait for a Clinical Complete Response?,pending,,0,,
35092916,2022,10.1016/j.suronc.2022.101708,,Anastomotic leakage in colorectal cancer surgery.,done,scihub:doi,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35092916.pdf
35093274,2022,10.1016/j.dld.2022.01.002,,Low baseline neutrophil-to-lymphocyte and platelet-to-lymphocyte ratios predict increased overall survival in locally recurrent rectal cancer despite R1 margins.,pending,,0,,
35094470,2022,10.1111/codi.16069,,Delayed pull-through coloanal anastomosis without temporary stoma: an alternative to the standard manual side-to-end coloanal anastomosis with temporary stoma? A comparative study in 223 patients with low rectal cancer.,pending,,0,,
35106419,2022,10.1002/ags3.12504,PMC8786681,The Effectiveness of Machine Learning in Predicting Lateral Lymph Node Metastasis From Lower Rectal Cancer: A Single Center Development and Validation Study.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35106419.pdf
35107589,2022,10.1007/s00261-022-03426-3,,Correlation between diffusion kurtosis and intravoxel incoherent motion derived (IVIM) parameters and tumor tissue composition in rectal cancer: a pilot study.,pending,,0,,
35110885,2021,10.1007/s13193-021-01421-6,PMC8764012,Watch and Wait Approach After Neoadjuvant Chemoradiotherapy in Rectal Cancer: Initial Experience in the Indian subcontinent.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35110885.pdf
35117393,2020,10.21037/tcr.2019.11.33,PMC8799155,Effect of prone and supine treatment positions for postoperative treatment of rectal cancer on target dose coverage and small bowel sparing using intensity-modulated radiation therapy.,done,scihub:doi,3,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35117393.pdf
35120843,2022,10.1016/j.clcc.2021.12.002,,Assessment of Metastatic Colorectal Cancer Patients' Preferences for Biologic Treatments in Germany Using a Discrete Choice Experiment.,pending,,0,,
35125321,2022,10.1016/j.clcc.2022.01.002,,Intraoperative Radiation After Pelvic Short Course Radiation-Based Total Neoadjuvant Therapy for Patients With Rectal Adenocarcinoma at High Risk for Local Recurrence.,pending,,0,,
35127518,2021,10.3389/fonc.2021.806749,PMC8813750,Preoperative T and N Restaging of Rectal Cancer After Neoadjuvant Chemoradiotherapy: An Accuracy Comparison Between MSCT and MRI.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35127518.pdf
35133200,2022,10.1148/radiol.211986,,MRI Radiomics Model Predicts Pathologic Complete Response of Rectal Cancer Following Chemoradiotherapy.,pending,,0,,
35133201,2022,10.1148/radiol.212836,,Radiomics for MRI Prediction of Tumor Response after Chemoradiotherapy in Rectal Cancer.,pending,,0,,
35135747,2022,10.1016/j.jviscsurg.2022.01.009,,Kraske approach to retrorectal tumors: Surgical technique.,pending,,0,,
35137930,2022,10.5603/NMR.a2022.0002,,Sensitivity of [18F]FDG PET/CT and classification of the primary tumor site in patients with carcinoma of unknown primary.,pending,,0,,
35142001,2022,10.1002/jmri.28108,,Selecting Candidates for Organ-Preserving Strategies After Neoadjuvant Chemoradiotherapy for Rectal Cancer: Development and Validation of a Model Integrating MRI Radiomics and Pathomics.,pending,,0,,
35144092,2022,10.1016/j.tranon.2022.101352,PMC8844801,"Comparative study of radiomics, tumor morphology, and clinicopathological factors in predicting overall survival of patients with rectal cancer before surgery.",done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35144092.pdf
35146224,2022,10.1016/j.vgie.2021.10.010,PMC8819476,Wide-field endoscopic mucosal resection of laterally spreading rectal tumors using a multiband ligation endoscopic mucosal resection technique.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35146224.pdf
35151714,2022,10.1016/j.radonc.2022.02.006,,Anal cancer brachytherapy: From radon seeds to interstitial Papillon technique in a century. What does the future hold?,pending,,0,,
35155538,2022,10.3389/fnut.2022.796601,PMC8830534,"Impact of Body Composition During Neoadjuvant Chemoradiotherapy on Complications, Survival and Tumor Response in Patients With Locally Advanced Rectal Cancer.",done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35155538.pdf
35165905,2022,10.1002/jso.26818,,MRI-detected extramural vascular invasion (mrEMVI) as the best predictive factor to identify candidates to total neoadjuvant therapy in locally advanced rectal cancer.,pending,,0,,
35166221,2021,,,"MRI and correlation between TNM and CEA, CA19.9, AFP in rectal cancer Experience of a single academic surgical center.",not_found,scihub:title,3,scihub:title: 404/空响应（文献未收录）,
35166227,2021,,,Transrectal vacuum treatment for low colorectal anastomotic leaks.,not_found,scihub:title,3,scihub:title: 404/空响应（文献未收录）,
35166938,2022,10.1007/s00261-021-03397-x,,Multi-parameter diffusion and perfusion magnetic resonance imaging and radiomics nomogram for preoperative evaluation of aquaporin-1 expression in rectal cancer.,pending,,0,,
35169218,2022,10.1038/s41598-022-06474-3,PMC8847648,Association between long noncoding RNA rs944289 and rs7990916 polymorphisms and the risk of colorectal cancer in a Chinese population.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35169218.pdf
35170546,2022,10.1097/DCR.0000000000002393,,Artificial Intelligence-Based Total Mesorectal Excision Plane Navigation in Laparoscopic Colorectal Surgery.,pending,,0,,
35175014,2022,10.23736/S2724-5691.21.09148-6,,Multidisciplinary personalized approach to D3 lymph node dissection with preservation of left colic artery in patients with left sided colorectal cancer: surgical and radiological point of view.,pending,,0,,
35183541,2022,10.1016/j.gie.2022.02.014,,Technical feasibility of salvage endoscopic submucosal dissection after chemoradiation for locally advanced rectal adenocarcinoma.,pending,,0,,
35191540,2022,10.1002/ijc.33975,,Modest agreement between magnetic resonance and pathological tumor regression after neoadjuvant therapy for rectal cancer in the real world.,pending,,0,,
35194919,2022,10.1111/codi.16099,,Quality of life meta-analysis following coloanal anastomosis versus abdominoperineal resection for low rectal cancer.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35200561,2022,10.3390/curroncol29020062,PMC8870404,An Evidence-Based Guideline for Surveillance of Patients after Curative Treatment for Colon and Rectal Cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35200561.pdf
35200577,2022,10.3390/curroncol29020078,PMC8871158,Report from the Western Canadian Gastrointestinal Consensus Cancer Conference-Management of Total Neoadjuvant Therapy in Rectal Cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35200577.pdf
35201442,2021,10.1007/s12672-021-00405-w,PMC8777577,Role of 18F-PET-CT to predict pathological response after neoadjuvant treatment of rectal cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35201442.pdf
35205695,2022,10.3390/cancers14040948,PMC8869910,Minimally Invasive Endoscopic and Surgical Management of Rectal Neoplasia.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35205695.pdf
35205826,2022,10.3390/cancers14041079,PMC8870201,External Validation of a Radiomics Model for the Prediction of Complete Response to Neoadjuvant Chemoradiotherapy in Rectal Cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35205826.pdf
35211413,2022,10.3389/fonc.2022.822687,PMC8861348,"Comparison of Synthetic Computed Tomography Generation Methods, Incorporating Male and Female Anatomical Differences, for Magnetic Resonance Imaging-Only Definitive Pelvic Radiotherapy.",done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35211413.pdf
35212821,2022,10.1007/s00464-022-09090-4,PMC8921163,"UEG and EAES rapid guideline: Systematic review, meta-analysis, GRADE assessment and evidence-informed European recommendations on TaTME for rectal cancer.",not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35216571,2022,10.1186/s12885-022-09217-9,PMC8881858,"Deep-learning model for predicting the survival of rectal adenocarcinoma patients based on a surveillance, epidemiology, and end results analysis.",done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35216571.pdf
35216606,2022,10.1186/s12957-021-02460-7,PMC8881874,Skeletal muscle wasting and long-term prognosis in patients undergoing rectal cancer surgery without neoadjuvant therapy.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35218137,2022,10.1111/codi.16103,PMC9314139,The prognostic value of extramural venous invasion in preoperative MRI of rectal cancer patients.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35220979,2022,10.1186/s12957-022-02532-2,PMC8883685,Evaluation of the SYNAPSE VINCENT for lateral lymph node dissection in rectal cancer with robotic surgery: a preliminary report.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35220979.pdf
35223087,2022,10.1177/20584601221081292,PMC8874163,MRI interobserver reliability in rectal tumor angulation.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35230505,2022,10.1007/s00276-022-02898-8,,Anatomical variations of the branches from left colic artery and middle colic artery at splenic flexure.,pending,,0,,
35231978,2022,10.7507/1001-5515.201910027,PMC9927749,[A computed tomography image segmentation algorithm for improving the diagnostic accuracy of rectal cancer based on U-net and residual block].,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35232305,2023,10.1177/15533506221076193,,Laparoscopic Extraperitoneal Approach for Lateral Pelvic Node Dissection in Rectal Cancer: Techniques and Short-Term Outcomes.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35232375,2022,10.1186/s12880-022-00758-w,PMC8889761,Correction to: Histogram analysis based on multi-parameter MR imaging as a biomarker to predict lymph node metastasis in T3 stage rectal cancer.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35232427,2022,10.1186/s12885-022-09304-x,PMC8887187,A longitudinal cohort study of watch and wait in complete clinical responders after chemo-radiotherapy for localised rectal cancer: study protocol.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35236080,2022,10.48095/ccko202238,,Capecitabine in the treatment of anal squamous cell carcinoma.,pending,,0,,
35237107,2022,10.1055/s-0041-1742112,PMC8885162,Transanal Local Excision of Rectal Cancer after Neoadjuvant Chemoradiation: Is There a Place for It or Should Be Avoided at All Costs?,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35237107.pdf
35239529,2023,10.1097/DCR.0000000000002269,,Rectal Prolapse Pathological Features: Findings in Patients With Outlet Obstruction Treated With Stapled Transanal Rectal Resection.,pending,,0,,
35240976,2022,10.2174/1573405618666220303111026,PMC9720879,Complete Response Evaluation of Locally Advanced Rectal Cancer to Neoadjuvant Chemoradiotherapy Using Textural Features Obtained from T2 Weighted Imaging and ADC Maps.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35240976.pdf
35242447,2022,10.1016/j.jpi.2022.100008,PMC8860736,Neural Network Assisted Pathology Case Identification.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35242447.pdf
35244965,2022,10.1002/jmri.28139,PMC9440947,"Editorial for ""Selecting Candidates for Organ-Preserving Strategies After Neoadjuvant Chemoradiotherapy for Rectal Cancer: Development and Validation of a Model Integrating MRI Radiomics and Pathomics"".",not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35254485,2022,10.1007/s00330-022-08591-z,PMC9213337,Current controversies in TNM for the radiological staging of rectal cancer and how to deal with them: results of a global online survey and multidisciplinary expert consensus.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35254485.pdf
35256274,2022,10.1016/j.acra.2022.02.005,,Reducing Acquisition Time of Diffusion Weighted MR Imaging of the Rectum with Simultaneous Multi-Slice Acquisition: A Reader Study.,pending,,0,,
35258255,2022,,,"[Rectal cancers resected for cure: monitoring, secondary prevention and late complications].",pending,,0,,
35267621,2022,10.3390/cancers14051313,PMC8908981,Targeted Radiotherapy Using Contact X-ray Brachytherapy 50 kV.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35267621.pdf
35272899,2022,10.1016/j.ejso.2022.02.012,,Initial magnetic resonance imaging tumour regression grade (mrTRG) as response evaluation after neoadjuvant treatment predicts sustained complete response in patients with rectal cancer.,pending,,0,,
