Batch,PMID,Year,DOI,PMC,Status,Title
b5,35445815,2022,10.1007/s00066-022-01931-4,PMC9217888,pending,Image-guided high-dose-rate brachytherapy for rectal cancer: technical note and first clinical experience on an organ-preserving approach.
b5,35441209,2022,10.1093/bjsopen/zrac044,PMC9019068,pending,The management of retrorectal tumours: tertiary centre retrospective study.
b5,35439946,2022,10.1186/s12885-022-09518-z,PMC9017030,pending,Machine learning-based multiparametric MRI radiomics for predicting poor responders after neoadjuvant chemoradiotherapy in rectal Cancer patients.
b5,35438444,2022,10.1007/s11864-022-00984-y,PMC9174118,pending,"Robotic Surgery in Rectal Cancer: Potential, Challenges, and Opportunities."
b5,35428290,2022,10.1186/s12893-022-01591-2,PMC9011378,pending,Report of 13-year survival of patients with colon and rectal cancers; lessons from Shiraz colorectal cancer surgery registry system of a level three medical center.
b5,35411227,2022,,PMC8984874,pending,Signet ring cell component predicts the response to neoadjuvant chemoradiotherapy in rectal cancer. Long interim results of a single institution experience.
b5,35407606,2022,10.3390/jcm11071998,PMC8999631,pending,T(1ρ) for Radiotherapy Treatment Response Monitoring in Rectal Cancer Patients: A Pilot Study.
b5,35388140,2022,10.1038/s41416-022-01801-x,PMC9296509,pending,A new magnetic resonance imaging tumour response grading scheme for locally advanced rectal cancer.
b5,35371999,2022,10.3389/fonc.2022.788731,PMC8971285,pending,Comparison of Computed and Acquired DWI in the Assessment of Rectal Cancer: Image Quality and Preoperative Staging.
b5,35368890,2022,10.1155/2022/4061142,PMC8965599,pending,Role of Perirectal Fat in the Carcinogenesis and Development of Early-Onset Rectal Cancer.
b5,35366088,2022,10.1007/s00261-022-03503-7,PMC9189624,pending,Rectal MRI radiomics inter- and intra-reader reliability: should we worry about that?
b5,35340828,2022,10.1016/j.ejro.2022.100415,PMC8942820,pending,Using texture analysis in the development of a potential radiomic signature for early identification of hepatic metastasis in colorectal cancer.
b5,35339339,2022,10.1016/j.suronc.2022.101739,PMC9464708,pending,The importance of MRI for rectal cancer evaluation.
b5,35336825,2022,10.3390/biology11030452,PMC8945327,pending,The Utility of ADC First-Order Histogram Features for the Prediction of Metachronous Metastases in Rectal Cancer: A Preliminary Study.
b5,35325271,2022,10.1007/s00384-022-04103-z,PMC8976819,pending,A multicentre cohort study assessing the utility of routine blood tests as adjuncts to identify complete responders in rectal cancer following neoadjuvant chemoradiotherapy.
b5,35325225,2022,10.1093/oncolo/oyac003,PMC9355805,pending,Phase I Study of Lenvatinib and Capecitabine with External Radiation Therapy in Locally Advanced Rectal Adenocarcinoma.
b5,35325073,2022,10.1093/cid/ciac211,PMC9617575,pending,Automated Evaluation of p16/Ki-67 Dual-Stain Cytology as a Biomarker for Detection of Anal Precancer in Men Who Have Sex With Men and Are Living With Human Immunodeficiency Virus.
b5,35323347,2022,10.3390/curroncol29030147,PMC8947455,pending,Systemic Therapy and Its Surgical Implications in Patients with Resectable Liver Colorectal Cancer Metastases. A Report from the Western Canadian Gastrointestinal Cancer Consensus Conference.
b5,35319077,2022,10.1007/s00330-022-08694-7,PMC9283216,pending,Occurrence of peritoneal carcinomatosis in patients with rectal cancer undergoing staging pelvic MRI: clinical observations.
b5,35317416,2022,10.1109/JTEHM.2022.3156851,PMC8932521,pending,Using Multi-Scale Convolutional Neural Network Based on Multi-Instance Learning to Predict the Efficacy of Neoadjuvant Chemoradiotherapy for Rectal Cancer.
b5,35311135,2022,10.3389/fonc.2022.813138,PMC8927647,pending,The Value of Intravoxel Incoherent Motion Diffusion-Weighted Magnetic Resonance Imaging Combined With Texture Analysis of Evaluating the Extramural Vascular Invasion in Rectal Adenocarcinoma.
b5,35304396,2022,10.1136/bmjopen-2021-055140,PMC8935173,pending,"Non-operative management after chemoradiotherapy plus consolidation or sandwich (induction with bevacizumab and consolidation) chemotherapy in patients with locally advanced rectal cancer: a multicentre, randomised phase II trial (NOMINATE trial)."
b5,35303919,2022,10.1186/s13014-022-02023-4,PMC8932060,pending,Validation of an MRI-only planning workflow for definitive pelvic radiotherapy.
b5,35287607,2022,10.1186/s12880-022-00773-x,PMC8919611,pending,Local tuning of radiomics-based model for predicting pathological response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer.
b5,35284662,2022,10.1016/j.phro.2022.02.014,PMC8908275,pending,Robust extraction of biological information from diffusion-weighted magnetic resonance imaging during radiotherapy using semi-automatic delineation.
b5,35280723,2022,10.3389/fonc.2022.713335,PMC8907660,pending,Combined Detection of RUNX3 and EZH2 in Evaluating Efficacy of Neoadjuvant Therapy and Prognostic Value of Middle and Low Locally Advanced Rectal Cancer.
b5,35277966,2022,10.1093/bjs/znac059,PMC10364750,pending,Accuracy of MRI in early rectal cancer: national cohort study.
b5,35274187,2022,10.1007/s00330-022-08648-z,PMC8913212,pending,Combined PET-CT and MRI for response evaluation in patients with squamous cell anal carcinoma treated with curative-intent chemoradiotherapy.
b5,35244965,2022,10.1002/jmri.28139,PMC9440947,pending,"Editorial for ""Selecting Candidates for Organ-Preserving Strategies After Neoadjuvant Chemoradiotherapy for Rectal Cancer: Development and Validation of a Model Integrating MRI Radiomics and Pathomics""."
b5,35242447,2022,10.1016/j.jpi.2022.100008,PMC8860736,pending,Neural Network Assisted Pathology Case Identification.
b5,35240976,2022,10.2174/1573405618666220303111026,PMC9720879,pending,Complete Response Evaluation of Locally Advanced Rectal Cancer to Neoadjuvant Chemoradiotherapy Using Textural Features Obtained from T2 Weighted Imaging and ADC Maps.
b5,35237107,2022,10.1055/s-0041-1742112,PMC8885162,pending,Transanal Local Excision of Rectal Cancer after Neoadjuvant Chemoradiation: Is There a Place for It or Should Be Avoided at All Costs?
b5,35232427,2022,10.1186/s12885-022-09304-x,PMC8887187,pending,A longitudinal cohort study of watch and wait in complete clinical responders after chemo-radiotherapy for localised rectal cancer: study protocol.
b5,35232375,2022,10.1186/s12880-022-00758-w,PMC8889761,pending,Correction to: Histogram analysis based on multi-parameter MR imaging as a biomarker to predict lymph node metastasis in T3 stage rectal cancer.
b5,35231978,2022,10.7507/1001-5515.201910027,PMC9927749,pending,[A computed tomography image segmentation algorithm for improving the diagnostic accuracy of rectal cancer based on U-net and residual block].
b5,35223087,2022,10.1177/20584601221081292,PMC8874163,pending,MRI interobserver reliability in rectal tumor angulation.
b5,35220979,2022,10.1186/s12957-022-02532-2,PMC8883685,pending,Evaluation of the SYNAPSE VINCENT for lateral lymph node dissection in rectal cancer with robotic surgery: a preliminary report.
b5,35218137,2022,10.1111/codi.16103,PMC9314139,pending,The prognostic value of extramural venous invasion in preoperative MRI of rectal cancer patients.
b5,35216606,2022,10.1186/s12957-021-02460-7,PMC8881874,pending,Skeletal muscle wasting and long-term prognosis in patients undergoing rectal cancer surgery without neoadjuvant therapy.
b5,35216571,2022,10.1186/s12885-022-09217-9,PMC8881858,pending,"Deep-learning model for predicting the survival of rectal adenocarcinoma patients based on a surveillance, epidemiology, and end results analysis."
b5,35212821,2022,10.1007/s00464-022-09090-4,PMC8921163,pending,"UEG and EAES rapid guideline: Systematic review, meta-analysis, GRADE assessment and evidence-informed European recommendations on TaTME for rectal cancer."
b5,35200577,2022,10.3390/curroncol29020078,PMC8871158,pending,Report from the Western Canadian Gastrointestinal Consensus Cancer Conference-Management of Total Neoadjuvant Therapy in Rectal Cancer.
b5,35200561,2022,10.3390/curroncol29020062,PMC8870404,pending,An Evidence-Based Guideline for Surveillance of Patients after Curative Treatment for Colon and Rectal Cancer.
b5,35169218,2022,10.1038/s41598-022-06474-3,PMC8847648,pending,Association between long noncoding RNA rs944289 and rs7990916 polymorphisms and the risk of colorectal cancer in a Chinese population.
b5,35155538,2022,10.3389/fnut.2022.796601,PMC8830534,pending,"Impact of Body Composition During Neoadjuvant Chemoradiotherapy on Complications, Survival and Tumor Response in Patients With Locally Advanced Rectal Cancer."
b5,35144092,2022,10.1016/j.tranon.2022.101352,PMC8844801,pending,"Comparative study of radiomics, tumor morphology, and clinicopathological factors in predicting overall survival of patients with rectal cancer before surgery."
b5,35085099,2022,10.1109/JBHI.2022.3146778,PMC9295632,not_found,RADIomic Spatial TexturAl Descriptor (RADISTAT): Quantifying Spatial Organization of Imaging Heterogeneity Associated With Tumor Response to Treatment.
b5,35065641,2022,10.1186/s12957-022-02488-3,PMC8783503,pending,Advantages of total proctocolectomy with straight ileoanal anastomosis plus pedicled omental transposition for familial adenomatous polyposis: a preliminary study.
b5,35036637,2022,10.1016/j.adro.2021.100867,PMC8749199,pending,Development of an Orthotopic Murine Model of Rectal Cancer in Conjunction With Targeted Short-Course Radiation Therapy.
b5,35033008,2022,10.1186/s12885-021-09158-9,PMC8760695,pending,THUNDER 2: THeragnostic Utilities for Neoplastic DisEases of the Rectum by MRI guided radiotherapy.
b5,35028011,2022,10.18632/oncotarget.28165,PMC8746015,pending,Early detection of treatment futility in patients with metastatic colorectal cancer.
b5,35018217,2022,10.18632/oncotarget.28100,PMC8734641,pending,"The ""Immunoscore"" in rectal cancer: could we search quality beyond quantity of life?"
b5,35001364,2022,10.1002/ijc.33928,PMC9015603,pending,"Impact of two waves of Sars-Cov2 outbreak on the number, clinical presentation, care trajectories and survival of patients newly referred for a colorectal cancer: A French multicentric cohort study from a large group of university hospitals."
b5,34997304,2022,10.1007/s00384-021-04089-0,PMC8885551,pending,Mesenteric occlusive disease of the inferior mesenteric artery is associated with anastomotic leak after left-sided colon and rectal cancer surgery: a retrospective cohort study.
b5,34986842,2022,10.1186/s12957-021-02464-3,PMC8728915,pending,Combination of extramural venous invasion and lateral lymph node size detected with magnetic resonance imaging is a reliable biomarker for lateral lymph node metastasis in patients with rectal cancer.
b5,34895835,2022,10.1016/j.clcc.2021.10.007,PMC8966586,pending,"MRI for Rectal Cancer: Staging, mrCRM, EMVI, Lymph Node Staging and Post-Treatment Response."
b5,34826772,2022,10.1016/j.clinimag.2021.10.005,PMC9119743,not_found,Rectal MRI radiomics for predicting pathological complete response: Where we are.
b5,34811957,2022,10.1002/cam4.4441,PMC8704175,pending,A blind randomized validated convolutional neural network for auto-segmentation of clinical target volume in rectal cancer patients receiving neoadjuvant radiotherapy.
b5,34803147,2022,10.1097/DCR.0000000000002145,PMC8916980,pending,MRI at Restaging After Neoadjuvant Therapy for Rectal Cancer Overestimates Circumferential Resection Margin Proximity as Determined by Comparison With Whole-Mount Pathology.
b5,34753891,2022,10.1097/DCR.0000000000002282,PMC8916959,not_found,Measuring Rectal Cancer Tumor Height: Concordance Between Clinical Examination and MRI.
b5,34717261,2022,10.1016/j.jss.2021.08.037,PMC8712389,pending,Development of an Online Curriculum for Surgeons on the Use of Pelvic Magnetic Resonance Imaging in Rectal Cancer and Results of a Pilot Study.
b5,34642794,2022,10.1007/s00464-021-08685-7,PMC9001548,pending,The use of deep learning on endoscopic images to assess the response of rectal cancer after chemoradiation.
b5,34605968,2022,10.1007/s00261-021-03279-2,PMC9671700,pending,Multi-practice survey on MR imaging practice patterns in rectal cancer in the United States.
b5,34605966,2022,10.1007/s00261-021-03281-8,PMC8776669,pending,Evolutions in rectal cancer MRI staging and risk stratification in The Netherlands.
b5,34421090,2022,10.2463/mrms.mp.2021-0067,PMC9618932,pending,Quantitative T2 Mapping to Discriminate Mucinous from Nonmucinous Adenocarcinoma in Rectal Cancer: Comparison with Diffusion-weighted Imaging.
b5,34399445,2022,10.3393/ac.2020.01060.0151,PMC9441543,pending,Spotlight on laparoscopy in the surgical resection of locally advanced rectal cancer: multicenter propensity score match study.
b5,34327580,2022,10.1007/s00330-021-08144-w,PMC9018044,pending,MRI radiomics features of mesorectal fat can predict response to neoadjuvant chemoradiation therapy and tumor recurrence in patients with locally advanced rectal cancer.
b5,34231164,2022,10.1007/s13304-021-01095-3,PMC8995263,pending,Influence of incorrect staging of colorectal carcinoma on oncological outcome: are we playing safely?
b5,33825016,2022,10.1007/s00464-021-08381-6,PMC8758657,pending,Deep learning-based automatic surgical step recognition in intraoperative videos for transanal total mesorectal excision.
b5,33662962,2022,10.1159/000515631,PMC8820443,pending,Pretreatment Apparent Diffusion Coefficient Cannot Predict Histopathological Features and Response to Neoadjuvant Radiochemotherapy in Rectal Cancer: A Meta-Analysis.
b5,37636523,2021,10.19080/argh.2021.17.555972,PMC10457021,pending,Stage II/III Rectal Cancer Post-Treatment Surveillance Patterns of Care: A SEER- Medicare Study.
b5,35694154,2021,10.1093/pcmedi/pbab011,PMC8982618,not_found,Combining quantitative and qualitative magnetic resonance imaging features to differentiate anorectal malignant melanoma from low rectal cancer.
b5,35403166,2021,10.21873/cdp.10062,PMC8962870,pending,Risk of Outlet Obstruction Associated With Defunctioning Loop Ileostomy in Rectal Cancer Surgery.
b5,35201442,2021,10.1007/s12672-021-00405-w,PMC8777577,pending,Role of 18F-PET-CT to predict pathological response after neoadjuvant treatment of rectal cancer.
b5,35127518,2021,10.3389/fonc.2021.806749,PMC8813750,pending,Preoperative T and N Restaging of Rectal Cancer After Neoadjuvant Chemoradiotherapy: An Accuracy Comparison Between MSCT and MRI.
b5,35110885,2021,10.1007/s13193-021-01421-6,PMC8764012,pending,Watch and Wait Approach After Neoadjuvant Chemoradiotherapy in Rectal Cancer: Initial Experience in the Indian subcontinent.
b5,35071450,2021,10.21037/atm-21-5658,PMC8756231,not_found,Magnetic resonance neuroimaging promotes the preservation of pelvic autonomic nerves in laparoscopic total mesorectal excision: a comparative study.
b5,35070078,2021,10.4240/wjgs.v13.i12.1754,PMC8727188,pending,Current and future role of three-dimensional modelling technology in rectal cancer surgery: A systematic review.
b5,35070064,2021,10.4240/wjgs.v13.i12.1567,PMC8727185,not_found,Mucinous adenocarcinoma: A unique clinicopathological subtype in colorectal cancer.
b5,35024729,2021,10.47162/RJME.62.2.07,PMC8848272,pending,Assessment of clinical and pathological complete response after neoadjuvant chemoradiotherapy in rectal adenocarcinoma and its therapeutic implications.
b5,34966777,2021,10.3389/fsurg.2021.785313,PMC8710449,pending,Exploring Central Vascular Anatomy With Axial Computed Tomography During Surgery for Sigmoid Colon and Rectal Cancer: New Insights Into the Anatomical Relationship Between the Inferior Mesenteric Artery and the Duodenum.
b5,34956893,2021,10.3389/fonc.2021.774413,PMC8695680,pending,Fractal-Based Radiomic Approach to Tailor the Chemotherapy Treatment in Rectal Cancer: A Generating Hypothesis Study.
b5,34956868,2021,10.3389/fonc.2021.741612,PMC8695495,not_found,Clinical Significance and Prognostic Value of the Maximum Standardized Uptake Value of (18)F-Flurodeoxyglucose Positron Emission Tomography-Computed Tomography in Colorectal Cancer.
b5,34946287,2021,10.3390/medicina57121342,PMC8707820,pending,A Pattern of Care Report on the Management of Patients with Squamous Cell Carcinoma of the Anus-A Study by the Italian Association of Radiotherapy and Clinical Oncology (AIRO) Gastrointestinal Tumors Study Group.
b5,34926566,2021,10.3389/fsurg.2021.752009,PMC8674929,not_found,Comparison of Clinical Efficacy and Safety Between da Vinci Robotic and Laparoscopic Intersphincteric Resection for Low Rectal Cancer: A Meta-Analysis.
b5,34926480,2021,10.3389/fmed.2021.684238,PMC8678047,not_found,A Deep-Learning Pipeline for TSS Coverage Imputation From Shallow Cell-Free DNA Sequencing.
b5,34917505,2021,10.3389/fonc.2021.750922,PMC8670938,not_found,"Commentary: ""Long-Term Outcomes and Prognostic Analysis of Computed Tomography-Guided Radioactive (125) I Seed Implantation for Locally Recurrent Rectal Cancer After External Beam Radiotherapy or Surgery"": Letter to the Editor."
b5,34917137,2021,10.1155/2021/4662061,PMC8670968,pending,Combining CT Images and Clinical Features of Four Periods to Predict Whether Patients Have Rectal Cancer.
b5,34912724,2021,10.3389/fonc.2021.790894,PMC8666428,not_found,A Novel Scoring System for Response of Preoperative Chemoradiotherapy in Locally Advanced Rectal Cancer Using Early-Treatment Blood Features Derived From Machine Learning.
b5,34901474,2021,10.1016/j.phro.2021.10.001,PMC8640865,not_found,Optimisation and validation of an integrated magnetic resonance imaging-only radiotherapy planning solution.
b5,34876924,2021,10.1155/2021/4520450,PMC8645400,not_found,Evaluation of the Risk of Recurrence in Patients with Local Advanced Rectal Tumours by Different Radiomic Analysis Approaches.
b5,34871292,2021,10.12659/MSM.934941,PMC8662961,pending,Diffusion-Weighted Magnetic Resonance Imaging of 103 Patients with Rectal Adenocarcinoma Identifies the Apparent Diffusion Coefficient as an Imaging Marker for Tumor Invasion and Regional Lymph Node Involvement.
b5,34869040,2021,10.3389/fonc.2021.784156,PMC8634258,pending,Development and Validation of an MRI-Based Nomogram Model for Predicting Disease-Free Survival in Locally Advanced Rectal Cancer Treated With Neoadjuvant Radiotherapy.
b5,34868947,2021,10.3389/fonc.2021.747250,PMC8635726,not_found,Deep-Learning-Based Natural Language Processing of Serial Free-Text Radiological Reports for Predicting Rectal Cancer Patient Survival.
b5,34860243,2021,10.1001/jamanetworkopen.2021.36913,PMC8642786,not_found,Identifying Diagnostic MicroRNAs and Investigating Their Biological Implications in Rectal Cancer.
b5,34858841,2021,10.3389/fonc.2021.762444,PMC8632142,pending,Myosteatosis Differentially Affects the Prognosis of Non-Metastatic Colon and Rectal Cancer Patients: An Exploratory Study.
b5,34858808,2021,10.3389/fonc.2021.714948,PMC8630637,pending,The Value of (18)F-FDG PET/CT and Abdominal PET/MRI as a One-Stop Protocol in Patients With Potentially Resectable Colorectal Liver Metastases.
b5,34836989,2021,10.1038/s41598-021-02330-y,PMC8626498,pending,A comparative study of auto-contouring softwares in delineation of organs at risk in lung cancer and rectal cancer.
b5,34829310,2021,10.3390/diagnostics11111964,PMC8625809,pending,Automatic Segmentation of Pelvic Cancers Using Deep Learning: State-of-the-Art Approaches and Challenges.
b5,34815634,2021,10.21147/j.issn.1000-9604.2021.05.07,PMC8580799,not_found,Better prognostic determination of cT3 rectal cancer through measurement of distance to mesorectal fascia: A multicenter study.
b5,34811396,2021,10.1038/s41598-021-01668-7,PMC8608842,pending,Mutational status of plasma exosomal KRAS predicts outcome in patients with metastatic colorectal cancer.
b5,34805260,2021,10.3389/fsurg.2021.745220,PMC8595336,pending,Predicting Survival of Patients With Rectal Neuroendocrine Tumors Using Machine Learning: A SEER-Based Population Study.
b5,34792107,2021,10.1093/bjs/znab388,PMC10364694,not_found,Early response to upfront neoadjuvant chemotherapy (CAPOX) alone in low- and intermediate-risk rectal cancer: a single-arm phase II trial.
b5,34786390,2021,10.12998/wjcc.v9.i30.9077,PMC8567526,pending,Neoadjuvant radiotherapy dose escalation for locally advanced rectal cancers in the new era of radiotherapy: A review of literature.
b5,34785927,2021,10.2147/JIR.S342214,PMC8591410,not_found,Predicting Neoadjuvant Chemoradiotherapy Response in Locally Advanced Rectal Cancer Using Tumor-Infiltrating Lymphocytes Density.
b5,34733785,2021,10.3389/fonc.2021.743540,PMC8560008,pending,Tumor-Infiltrating Cytotoxic T Cells and Tumor-Associated Macrophages Correlate With the Outcomes of Neoadjuvant Chemoradiotherapy for Locally Advanced Rectal Cancer.
b5,34733283,2021,10.3389/fimmu.2021.750407,PMC8558563,pending,New Artificial Intelligence Score and Immune Infiltrates as Prognostic Factors in Colorectal Cancer With Brain Metastases.
b5,34723622,2021,10.1259/bjr.20210350,PMC8631009,pending,Interobserver variability in target volume delineation for CT/MRI simulation and MRI-guided adaptive radiotherapy in rectal cancer.
b5,34722724,2021,10.1159/000514800,PMC8543365,not_found,"Multimodal Treatment of cT3 Rectal Cancer in a Prospective Multi-Center Observational Study: Can Neoadjuvant Chemoradiation Be Omitted in Patients with an MRI-Assessed, Negative Circumferential Resection Margin?"
b5,34720528,2021,10.3748/wjg.v27.i38.6374,PMC8517789,not_found,Intraoperative use of indocyanine green fluorescence imaging in rectal cancer surgery: The state of the art.
b5,34708001,2021,10.3389/fonc.2021.781636,PMC8544257,pending,Corrigendum: Radiomics Analysis of Multi-Sequence MR Images For Predicting Microsatellite Instability Status Preoperatively in Rectal Cancer.
b5,34707015,2021,10.11817/j.issn.1672-7347.2021.200569,PMC10930173,pending,Risks of anastomotic leakage in patients with colorectal cancer after operation and how to effectively avoid it.
b5,34704187,2021,10.1186/s40792-021-01316-2,PMC8548484,pending,A case of laparoscopic partial hepatic S7 resection for postoperative liver metastasis of rectal malignant melanoma.
b5,34691237,2021,10.1155/2021/3854518,PMC8536457,pending,Genetic Algorithm in Data Mining of Colorectal Images.
b5,34687138,2021,10.1002/acm2.13423,PMC8598134,pending,The benefit of MR-only radiotherapy treatment planning for anal and rectal cancers: A planning study.
b5,34686879,2021,10.1093/bjsopen/zrab093,PMC8536864,pending,Organ preservation following short-course radiotherapy for rectal cancer.
b5,34686474,2021,10.1016/S2589-7500(21)00180-1,PMC8609154,pending,Development and validation of a weakly supervised deep learning framework to predict the status of molecular pathways and key mutations in colorectal cancer from routine histology images: a retrospective study.
b5,34684080,2021,10.3390/medicina57101044,PMC8537499,pending,Evaluation and Predictive Factors of Complete Response in Rectal Cancer after Neoadjuvant Chemoradiation Therapy.
b5,34680269,2021,10.3390/cancers13205120,PMC8534180,not_found,Intra- and Interobserver Variability in Magnetic Resonance Imaging Measurements in Rectal Cancer Patients.
b5,34676170,2021,10.3389/fonc.2021.742728,PMC8523984,pending,A Nomogram for Predicting Pathological Complete Response to Neoadjuvant Chemoradiotherapy Using Semiquantitative Parameters Derived From Sequential PET/CT in Locally Advanced Rectal Cancer.
b5,34674666,2021,10.1186/s12885-021-08873-7,PMC8529852,not_found,The efficiency of (18)F-FDG-PET/CT in the assessment of tumor response to preoperative chemoradiation therapy for locally recurrent rectal cancer.
b5,34672343,2021,10.1093/bjsopen/zrab096,PMC8529522,not_found,Impact of nutritional status and body composition on postoperative outcomes after pelvic exenteration for locally advanced and locally recurrent rectal cancer.
b5,34671421,2021,10.1177/17562848211042170,PMC8521411,pending,Treatment in locally advanced rectal cancer: a machine learning bibliometric analysis.
b5,34660266,2021,10.3389/fonc.2021.695726,PMC8515850,not_found,One to Two Cycles of Consolidation Chemotherapy With Capecitabine After Neoadjuvant Chemoradiotherapy Does Not Benefit Low-Risk Patients With Locally Advanced Middle-Low Rectal Cancer.
b5,34660054,2021,10.7759/cureus.17848,PMC8502002,not_found,Telehealth Adaptation for Multidisciplinary Colorectal Cancer Clinic During the COVID-19 Pandemic.
b5,34656100,2021,10.1186/s12894-021-00912-6,PMC8520268,pending,Metal stent for the ureteral stricture after surgery and/or radiation treatment for malignancy.
b5,34646968,2021,10.1016/j.adro.2021.100749,PMC8498733,pending,Optimization of Field Design in the Treatment of Rectal Cancer with Intensity Modulated Proton Beam Radiation Therapy: How Many Fields Are Needed to Account for Rectal Distension Uncertainty?
b5,34646765,2021,10.3389/fonc.2021.710248,PMC8502898,pending,Computed Tomography-Based Radiomics for Preoperative Prediction of Tumor Deposits in Rectal Cancer.
b5,34638278,2021,10.3390/cancers13194793,PMC8507715,pending,Anus-Preserving Surgery in Advanced Low-Lying Rectal Cancer: A Perspective on Oncological Safety of Intersphincteric Resection.
b5,34621477,2021,10.4240/wjgs.v13.i9.1012,PMC8462079,pending,Optimal postoperative surveillance strategies for stage III colorectal cancer.
b5,34616523,2021,10.4251/wjgo.v13.i9.1196,PMC8465444,not_found,Neoadjuvant chemotherapy without radiation as a potential alternative treatment for locally advanced rectal cancer: A meta-analysis.
b5,34589364,2021,10.7759/cureus.17471,PMC8464380,pending,Role of Diffusion-Weighted Imaging in the Evaluation of Post-Treatment Tumor Response in Rectal Carcinoma.
b5,34588755,2021,10.3748/wjg.v27.i33.5610,PMC8433618,pending,Radiomics for predicting perineural invasion status in rectal cancer.
b5,34584334,2021,10.5455/aim.2021.29.113-117,PMC8443141,not_found,MRI Evaluation of Extramural Venous Invasion (EMVI) with Rectal Carcinoma Using High Resolution T2 and Combination of High Resolution T2 and Contrast Enhanced T1 Weighted Imaging.
b5,34567237,2021,10.1155/2021/9976440,PMC8457990,pending,Texture Analysis in the Assessment of Rectal Cancer: Comparison of T2WI and Diffusion-Weighted Imaging.
b5,34565338,2021,10.1186/s12885-021-08773-w,PMC8474828,pending,Artificial intelligence for pre-operative lymph node staging in colorectal cancer: a systematic review and meta-analysis.
b5,34540954,2021,10.12998/wjcc.v9.i24.6987,PMC8409211,not_found,Textural differences based on apparent diffusion coefficient maps for discriminating pT3 subclasses of rectal adenocarcinoma.
b5,34539577,2021,10.3389/fendo.2021.727327,PMC8440966,pending,Comparison of 68Ga-DOTANOC and 18F-FDG PET-CT Scans in the Evaluation of Primary Tumors and Lymph Node Metastasis in Patients With Rectal Neuroendocrine Tumors.
b5,34539134,2021,10.3748/wjg.v27.i32.5306,PMC8409167,pending,Radiomics and machine learning applications in rectal cancer: Current update and future perspectives.
b5,34517303,2021,10.1016/j.clinimag.2021.08.010,PMC8585689,pending,"Meaningful words in rectal MRI synoptic reports: How ""polypoid"" may be prognostic."
b5,34508014,2021,10.1097/DCR.0000000000002122,PMC8820240,not_found,Organ Preservation in Patients with Rectal Cancer Treated with Total Neoadjuvant Therapy.
b5,34485136,2021,10.3389/fonc.2021.701336,PMC8415020,failed,Rectal Tumor Stiffness Quantified by In Vivo Tomoelastography and Collagen Content Estimated by Histopathology Predict Tumor Aggressiveness.
b5,34475997,2021,10.7150/jca.57926,PMC8408126,not_found,(18)F-FDG PET/CT metabolic parameters correlate with EIF2S2 expression status in colorectal cancer.
b5,34471502,2021,10.1016/j.csbj.2021.08.019,PMC8383063,pending,The molecular feature of macrophages in tumor immune microenvironment of glioma patients.
b5,34464382,2021,10.1371/journal.pmed.1003741,PMC8407540,not_found,Utility of ctDNA in predicting response to neoadjuvant chemoradiotherapy and prognosis assessment in locally advanced rectal cancer: A prospective cohort study.
b5,34462657,2021,10.3892/mco.2021.2363,PMC8375047,pending,Monitoring of circulating epithelial tumor cells using the Maintrac(®) method and its potential benefit for the treatment of patients with colorectal cancer.
b5,34450532,2021,10.1016/j.ijscr.2021.106322,PMC8387892,pending,Surgical management of recto-vaginal fistula (about 6 cases).
b5,34448379,2021,10.3348/kjr.2021.0560,PMC8390815,pending,High-Resolution T2-Weighted MRI to Evaluate Rectal Cancer: Why Variations Matter.
b5,34441441,2021,10.3390/diagnostics11081507,PMC8394713,not_found,Watch and Wait Approach for Rectal Cancer Following Neoadjuvant Treatment: The Experience of a High Volume Cancer Center.
b5,34427972,2021,10.1111/codi.15885,PMC9291959,pending,Quantifying displacement of urogenital organs after abdominoperineal resection for rectal cancer.
b5,34420097,2021,10.1186/s13244-021-01063-w,PMC8380206,pending,A preliminary study of synthetic magnetic resonance imaging in rectal cancer: imaging quality and preoperative assessment.
b5,34414105,2021,10.3389/fonc.2021.678441,PMC8369414,pending,Performances of Whole Tumor Texture Analysis Based on MRI: Predicting Preoperative T Stage of Rectal Carcinomas.
b5,34402948,2021,10.1007/s00261-021-03224-3,PMC8502129,not_found,Diagnostic performance of (18)F-fluorodeoxyglucose-PET/MRI versus MRI alone in the diagnosis of pelvic recurrence of rectal cancer.
b5,34399812,2021,10.1186/s13014-021-01876-5,PMC8365937,pending,Sarcopenia and dosimetric parameters in relation to treatment-related leukopenia and survival in anal cancer.
b5,34395262,2021,10.3389/fonc.2021.696706,PMC8358773,pending,Comparable Performance of Deep Learning-Based to Manual-Based Tumor Segmentation in KRAS/NRAS/BRAF Mutation Prediction With MR-Based Radiomics in Rectal Cancer.
b5,34395261,2021,10.3389/fonc.2021.695640,PMC8356670,pending,The Survival Effect of Radiotherapy on Stage II/III Rectal Cancer in Different Age Groups: Formulating Radiotherapy Decision-Making Based on Age.
b5,34386458,2021,10.4174/astr.2021.101.2.93,PMC8331553,not_found,Oncologic comparison between nonradical management and total mesorectal excision in good responders after chemoradiotherapy in patients with mid-to-low rectal cancer.
b5,34373961,2021,10.1186/s13244-021-01055-w,PMC8353037,pending,"Re-staging and follow-up of rectal cancer patients with MR imaging when ""Watch-and-Wait"" is an option: a practical guide."
