PMID,Year,DOI,PMC,Title
31794331,2020,10.1089/lap.2019.0691,,Laparoscopic Posterior Pelvic Exenteration (Complete and Supralevator) for Locally Advanced Adenocarcinoma of the Rectum in Females: Surgical Technique and Short-Term Outcomes.
22798154,2012,10.4261/1305-3825.DIR.5755-12.1,,Can diffusion-weighted MRI determine complete responders after neoadjuvant chemoradiation for locally advanced rectal cancer?
29741977,2018,10.1089/lap.2018.0147,,"Laparoscopic Pelvic Exenteration for Locally Advanced Rectal Cancer, Technique and Short-Term Outcomes."
27353096,2016,,,[Prevention of intraoperative incidental injuries during sphincter-preserving surgery for rectal cancer and management of postoperative complication].
33618522,2021,10.4149/neo_2021_201217N1366,,Tumor regression grading after preoperative hyperfractionated radiotherapy/chemoradiotherapy for locally advanced rectal cancers: interim analysis of phase III clinical study.
20584585,2011,10.1016/j.ijrobp.2010.02.037,,"Bevacizumab, capecitabine, amifostine, and preoperative hypofractionated accelerated radiotherapy (HypoArc) for rectal cancer: a Phase II study."
35017368,2021,10.4103/ijc.IJC_80_20,,The role of MRI and 18F-FDG PET/CT with respect to evaluation of pathological response in the rectal cancer patients after neoadjuvant chemoradiotherapy.
19617075,2006,,,[Chemotherapy in advanced rectal cancers].
15540285,2004,10.1007/s10350-004-0671-3,,Transverse coloplasty pouch after total mesorectal excision: functional assessment of evacuation.
29535985,2018,10.3393/ac.2018.34.1.29,PMC5847400,Transanal Endoscopic and Transabdominal Robotic Total Mesorectal Excision for Mid-to-Low Rectal Cancer: Comparison of Short-term Postoperative and Oncologic Outcomes by Using a Case-Matched Analysis.
23736888,2013,10.1007/s00261-013-0012-x,,Painful pelvic recurrence of rectal cancer: percutaneous radiofrequency ablation treatment.
20821218,2011,10.1007/s00384-010-1050-2,,The inter-observer reliability is very low at clinical examination of parastomal hernia.
32866283,2020,10.1002/bjs.12027,,Improving initial nodal staging of T3 rectal cancer using quantitative image features.
25012830,2014,10.1016/j.prro.2013.09.002,,Clinical utility of integrated positron emission tomography/computed tomography imaging in the clinical management and radiation treatment planning of locally advanced rectal cancer.
25513996,2017,10.1097/COC.0000000000000172,,Comparison of Toxicity and Treatment Outcomes in HIV-positive Versus HIV-negative Patients With Squamous Cell Carcinoma of the Anal Canal.
31567929,2019,10.1097/DCR.0000000000001481,,Clinical Anastomotic Leakage After Rectal Cancer Resection Can Be Predicted by Pelvic Anatomic Features on Preoperative MRI Scans: A Secondary Analysis of a Randomized Controlled Trial.
25918556,2015,10.1186/s13195-015-0108-3,PMC4410460,Long-term treatment with active Aβ immunotherapy with CAD106 in mild Alzheimer's disease.
17018303,2006,10.1016/j.crad.2006.06.005,,Clarifying margins in the multidisciplinary management of rectal cancer: the MERCURY experience.
25648465,2015,10.1016/j.ejso.2014.12.008,,Factors affecting the restaging accuracy of magnetic resonance imaging after preoperative chemoradiation in patients with rectal cancer.
21848731,2011,10.1111/j.1463-1318.2011.02717.x,,Commentary: MRI should not predict histopathological involved margins.
25140623,2014,,,Pelvic MRI for guiding treatment decisions in rectal cancer.
22099033,2012,10.1016/j.ijrobp.2011.07.017,,Diffusion-weighted magnetic resonance imaging in monitoring rectal cancer response to neoadjuvant chemoradiotherapy.
26089866,2015,10.1155/2015/410150,PMC4452312,Characteristics and Prognostic Significance of Preoperative Magnetic Resonance Imaging-Assessed Circumferential Margin in Rectal Cancer.
12595106,2003,10.1016/s0720-048x(02)00231-0,,"Diffusion-weighted magnetic resonance imaging for monitoring diffusion changes in rectal carcinoma during combined, preoperative chemoradiation: preliminary results of a prospective study."
31482361,2020,10.1007/s00464-019-07102-4,,Prediction of transabdominal total mesorectal excision difficulty according to the angle of pelvic floor muscle.
29703606,2018,10.1016/j.clcc.2018.03.008,,Final Analysis of Outcomes and RAS/BRAF Status in a Randomized Phase 3 Study of Panitumumab and Best Supportive Care in Chemorefractory Wild Type KRAS Metastatic Colorectal Cancer.
21322272,2010,,,[Transanal endocopic microsurgery (TEM) in advanced rectal cancer disease treatment].
23089477,2013,10.1016/j.biopha.2012.08.002,,Morphogenetic events in the perinodal connective tissue in a metastatic cancer model.
30217167,2018,10.1186/s40644-018-0165-5,PMC6137872,Accuracy of F-18 FDG PET/CT with optimal cut-offs of maximum standardized uptake value according to size for diagnosis of regional lymph node metastasis in patients with rectal cancer.
11037562,2000,,,Rectal cancer: presentation with metastatic and locally advanced disease. American College of Radiology. ACR Appropriateness Criteria.
25909169,2015,10.18632/oncotarget.3418,PMC4484489,Implications for selecting local excision in locally advanced rectal cancer after preoperative chemoradiation.
21940536,2011,10.2214/AJR.10.6225,,CT colonography in patients who have undergone sigmoid colostomy: a feasibility study.
12925075,2003,10.1046/j.1463-1318.2003.00522.x,,Treatment of T4 tumours: the role of radiotherapy.
35166227,2021,,,Transrectal vacuum treatment for low colorectal anastomotic leaks.
25830042,2015,10.3978/j.issn.2078-6891.2014.110,PMC4311100,Predicting complete response: is there a role for non-operative management of rectal cancer?
26413528,2015,10.1155/2015/514740,PMC4564611,MRI for Assessing Response to Neoadjuvant Therapy in Locally Advanced Rectal Cancer Using DCE-MR and DW-MR Data Sets: A Preliminary Report.
29120661,2018,10.1259/bjr.20170581,PMC5965793,Rectal cancer confined to the bowel wall: the role of 3 Tesla phased-array MR imaging in T categorization.
20872193,2010,10.1007/s00595-009-4156-9,,Impact of a laparoscopic resection on the quality of life in rectal cancer patients: results of 135 patients.
25270374,2015,10.1177/0284185114550193,,Locally advanced rectal cancer: post-chemoradiotherapy ADC histogram analysis for predicting a complete response.
19153180,2009,10.1259/bjr/60198873,,MR vs CT imaging: low rectal cancer tumour delineation for three-dimensional conformal radiotherapy.
22966308,2010,10.3892/ol_00000063,PMC3436337,Evaluation of patients with clinically detected recurrence of rectal carcinoma: Current practice patterns of colorectal surgeons.
28967560,2018,10.1016/j.brachy.2017.08.011,,Benefit of adaptive CT-based treatment planning in high-dose-rate endorectal brachytherapy for rectal cancer.
16847923,2006,10.1002/jso.20411,,Monoclonal antibody conjugated to gadolinium as a contrast agent for magnetic resonance imaging of human rectal carcinoma.
18624816,2009,10.1111/j.1463-1318.2008.01614.x,,Preoperative investigations for metastatic staging of colon and rectal cancer across multiple centres--what is current practice?
30341539,2019,10.1007/s00595-018-1727-7,,The impact of the mesorectal apparent diffusion coefficient value on surgical difficulty in laparoscopic anterior resection for rectal cancer.
32561971,2021,10.1007/s00259-020-04911-x,,Diagnostic accuracy of FDG-PET/MRI versus pelvic MRI and thoracic and abdominal CT for detecting synchronous distant metastases in rectal cancer patients.
26524006,2016,10.1097/CMR.0000000000000198,,Diagnostic value of MRI and computed tomography in anorectal malignant melanoma.
16647361,2006,10.1016/j.amjsurg.2006.01.043,,Evaluating learning and knowledge retention after a continuing medical education course on total mesorectal excision for surgeons.
24802250,2014,10.1097/MEG.0000000000000116,,Management of rectal cancer in France in a well-defined population.
32328461,2020,10.3389/fonc.2020.00459,PMC7160694,Preoperative Prediction of Extramural Venous Invasion in Rectal Cancer: Comparison of the Diagnostic Efficacy of Radiomics Models and Quantitative Dynamic Contrast-Enhanced Magnetic Resonance Imaging.
28099105,2017,10.1148/radiol.2017164040,,Quantitative Assessment of Rectal Cancer Response to Neoadjuvant Combined Chemotherapy and Radiation Therapy: Comparison of Three Methods of Positioning Region of Interest for ADC Measurements at Diffusion-weighted MR Imaging.
25624878,2015,10.3332/ecancer.2015.497,PMC4303611,Highlights from the seventh European Multidisciplinary Colorectal Cancer Congress (EMCCC) 2014.
29460882,2018,10.17116/hirurgia2018266-73,,[Results of video-assisted technologies in colorectal surgery].
30945379,2019,10.1002/jmri.26740,PMC6767772,Comparison of Intravoxel incoherent motion imaging and multiecho dynamic contrast-based MRI in rectal cancer.
34162410,2021,10.1186/s13014-021-01837-y,PMC8220801,The dosimetric impact of deep learning-based auto-segmentation of organs at risk on nasopharyngeal and rectal cancer.
33569436,2021,10.21037/atm-20-7673,PMC7867944,Development and validation of magnetic resonance imaging-based radiomics models for preoperative prediction of microsatellite instability in rectal cancer.
18514785,2008,10.1016/j.ijrobp.2008.02.032,,Assessment of intrafractional movement and internal motion in radiotherapy of rectal cancer using megavoltage computed tomography.
32829150,2020,10.1016/j.clinimag.2020.08.005,,Diffusion tensor imaging of rectal carcinoma: Clinical evaluation and its correlation with histopathological findings.
19579600,2009,,,Prognostic role of vascularisation and proliferation in rectal cancer with liver metastasis.
21641122,2011,10.1016/j.ijrobp.2011.03.031,,Delineation of gross tumor volume (GTV) for radiation treatment planning of locally advanced rectal cancer using information from MRI or FDG-PET/CT: a prospective study.
29644477,2018,10.1007/s11912-018-0689-7,,The Selective Use of Radiation Therapy in Rectal Cancer Patients.
22864760,2012,10.1007/s13304-012-0168-x,,Surgical excision of developmental retrorectal cysts: results with long-term follow-up from a single institution.
17604465,2007,,,Expression of epidermal growth factor receptor as a predictive factor for rectal cancer.
22173716,2012,10.1007/s00384-011-1388-0,,A prospective analysis of patient outcome following treatment of T3 rectal cancer with neo-adjuvant chemoradiotherapy and transanal excision.
27762432,2017,10.1002/bjs.10332,,Oncological impact of anastomotic leakage after laparoscopic mesorectal excision.
30940428,2019,10.1016/j.critrevonc.2019.03.008,,Positron emission tomography with computed tomography imaging (PET/CT) for the radiotherapy planning definition of the biological target volume: PART 2.
34817508,2021,10.1590/1806-9282.20210325,,Early results of novel robotic surgery-assisted low anterior resection for rectal cancer and transvaginal specimen extraction by using Da Vinci XI: initial clinical experience.
35117393,2020,10.21037/tcr.2019.11.33,PMC8799155,Effect of prone and supine treatment positions for postoperative treatment of rectal cancer on target dose coverage and small bowel sparing using intensity-modulated radiation therapy.
21161029,2010,10.4329/wjr.v2.i5.151,PMC2999018,Use of computed tomography in the management of colorectal cancer.
28755256,2017,10.1007/s10151-017-1665-1,,Rectal sparing approach after preoperative radio- and/or chemotherapy (RESARCH) in patients with rectal cancer: a multicentre observational study.
30171293,2019,10.1007/s00261-018-1759-x,,Can MR imaging be useful in differentiating low rectal cancer from anal cancer?
16465171,2006,10.1038/sj.bjc.6602947,PMC2361145,MRI directed multidisciplinary team preoperative treatment strategy: the way to eliminate positive circumferential margins?
19181259,2009,10.1016/j.meddos.2008.04.001,,Preoperative radiation treatment for rectal cancer: comparison of target coverage and small bowel NTCP in conventional vs. 3D-conformal planning.
33423883,2021,10.1016/j.clon.2020.12.011,PMC7985673,Intensity-modulated Radiotherapy for Rectal Cancer in the UK in 2020.
12221559,2002,10.1055/s-2002-33957,,[Total mesorectal excison and colonic-J-pouch-anal anastomosis in the therapy of low rectal carcinoma--results in 116 patients].
27548058,2016,10.1371/journal.pone.0160732,PMC4993446,Evaluation of Tumor Response after Short-Course Radiotherapy and Delayed Surgery for Rectal Cancer.
31650042,2019,10.1016/j.ctro.2019.09.002,PMC6804737,Fertility preservation in chemo-radiotherapy for rectal cancer: A combined approach.
19403879,2009,10.2967/jnumed.108.057224,,Monitoring and predicting response to therapy with 18F-FDG PET in colorectal cancer: a systematic review.
31327039,2019,10.1007/s00261-019-02129-6,,Developing a prediction model based on MRI for pathological complete response after neoadjuvant chemoradiotherapy in locally advanced rectal cancer.
19179029,2010,10.1016/j.ejrad.2008.12.008,,Continuously moving table MRI with sliding multislice for rectal cancer staging: image quality and lesion detection.
15859960,2005,10.1111/j.1463-1318.2005.00819.x,,MRI assessment of the bony pelvis may help predict resectability of rectal cancer.
12066242,2002,10.1007/s00261-001-0124-6,,Current and future perspectives on the role of internal coils for magnetic resonance imaging of the anal sphincter and rectum.
25436127,2014,10.3978/j.issn.2078-6891.2014.087,PMC4226835,"The localisation of cancer in the sigmoid, rectum or rectosigmoid junction using endoscopy or radiology-What is the most accurate method?"
20173488,2010,10.1007/DCR.0b013e3181c3aecf,,Tumor regression grade and rectal cancer.
17115340,2007,10.1007/s10350-006-0735-7,,The role of positron emission tomography in the management of recurrent colorectal cancer: a review.
21128000,2011,10.1245/s10434-010-1446-9,,Impact of a temporary stoma on the quality of life of rectal cancer patients undergoing treatment.
20037351,2009,,,[Evaluation of preoperative chemoradiation therapy for lower rectal carcinoma using DWIBS].
30662629,2018,,PMC6291705,Histogram parameters derived from T2 weighted images are associated with histopathological findings in rectal cancer - a preliminary study.
18534701,2008,10.1016/j.radonc.2008.05.022,,Evidence and research in rectal cancer.
19800704,2009,10.1016/j.radonc.2009.08.046,,MR-guided simultaneous integrated boost in preoperative radiotherapy of locally advanced rectal cancer following neoadjuvant chemotherapy.
27251677,2016,10.1007/s12149-016-1089-4,,(18)F-FDG uptake by rectal cancer is similar in mucinous and nonmucinous histological subtypes.
27630331,2016,10.21873/anticanres.11039,,Prediction of KRAS Mutation in Rectal Cancer Using MRI.
26688771,2015,10.1155/2015/563641,PMC4672142,Seromuscular Colonic Flap for Intrapelvic Soft-Tissue Coverage: A Reconstructive Option for Plastic Surgeons When Traditionally Used Flaps Are Not Available.
16322966,2006,10.1007/s10350-005-0248-9,,Total mesorectal excision: the unrecognized pelvic plane.
18065927,2007,10.1016/s0221-0363(07)74046-5,,[Tumors of the rectum: MRI and CT features].
27926556,2017,10.1097/DCR.0000000000000739,,"Natural Orifice Specimen Extraction With Single Stapling Colorectal Anastomosis for Laparoscopic Anterior Resection: Feasibility, Outcomes, and Technical Considerations."
26771873,2016,10.1016/j.ejca.2015.10.060,,The impact on health-related quality of life in the first 12 months: A randomised comparison of preoperative short-course radiation versus long-course chemoradiation for T3 rectal cancer (Trans-Tasman Radiation Oncology Group Trial 01.04).
20409773,2010,10.1016/j.canep.2010.03.019,,"COX-2 is overexpressed in primary prostate cancer with metastatic potential and may predict survival. A comparison study between COX-2, TGF-beta, IL-10 and Ki67."
32712044,2021,10.1016/j.asjsur.2020.07.001,,Accuracy of high-resolution rectal magnetic resonance imaging re-staging with histopathology in locally advanced rectal cancer after neoadjuvant chemoradiotherapy.
26446699,2016,10.1007/s00520-015-2976-2,PMC4862400,Investigation of body image as a mediator of the effects of bowel and GI symptoms on psychological distress in female survivors of rectal and anal cancer.
28125177,2016,,,CT Colonography in the Detection of Colorectal Cancer in Ireland; Economical Considerations and the Potential for Centralisation of Service Provision.
26897937,2015,,,Outlet Obstruction of Temporary Loop Diverting Ileostomy.
24778655,2014,10.1155/2014/235930,PMC3977490,Matching biological mesh and negative pressure wound therapy in reconstructing an open abdomen defect.
25373735,2014,10.18632/oncotarget.2563,PMC4294384,The role of systemic chemotherapy and multidisciplinary management in improving the overall survival of patients with metastatic squamous cell carcinoma of the anal canal.
15457670,2004,,,"Morphometric analysis of AgNORs in thin-layer, liquid-based liver specimens."
32654177,2020,10.1002/jso.26111,PMC7689834,Effect of understaging on local recurrence of rectal cancer.
30860889,2019,10.2214/AJR.18.20689,,Value of High-Resolution DWI in Combination With Texture Analysis for the Evaluation of Tumor Response After Preoperative Chemoradiotherapy for Locally Advanced Rectal Cancer.
28258741,2017,10.1016/j.crad.2017.01.011,,Risk factor assessment to predict the likelihood of a diagnosis of metastasis for indeterminate hepatic lesions found at computed tomography in patients with rectal cancer.
22892379,2012,10.1016/j.gene.2012.07.059,,Programmed death-1 gene polymorphism (PD-1.5 C/T) is associated with colon cancer.
30825391,2019,10.1002/cncr.32017,,Role of pelvic chemoradiation therapy in patients with initially metastatic anal canal cancer: A National Cancer Database review.
28959163,2017,10.1515/raon-2017-0025,PMC5611991,Quantitative Aspects of Diffusion-weighted Magnetic Resonance Imaging in Rectal Cancer Response to Neoadjuvant Therapy.
32996713,2020,10.1002/bjs5.50355,PMC8370463,Tumour growth rate of carcinoma of the colon and rectum: retrospective cohort study.
26189347,2011,10.1007/s12328-011-0217-x,,Fatal interstitial pneumonia associated with oxaliplatin-based therapy in a patient with metastatic rectal cancer.
21876084,2011,10.1200/JCO.2011.34.9068,,Magnetic resonance imaging-detected tumor response for locally advanced rectal cancer predicts survival outcomes: MERCURY experience.
24974862,2014,10.1111/codi.12698,,Comparison between magnetic resonance imaging and rigid rectoscopy in the preoperative identification of intra- and extraperitoneal rectal cancer.
15146154,2004,10.1016/s0399-8320(04)94939-1,,Regional variations in management of rectal cancer in France.
21918654,2009,10.1136/bcr.11.2008.1191,PMC3030094,Sclerosing angiomatoid nodular transformation of the spleen presenting as a rapidly growing tumour in a patient with rectal cancer.
21532870,2011,10.4329/wjr.v3.i4.92,PMC3084438,Clinical significance of magnetic resonance imaging findings in rectal cancer.
33036648,2020,10.1186/s13104-020-05327-4,PMC7547447,Radiological staging of rectal cancer in a resource limited setting.
29221920,2018,10.1016/j.jvir.2017.09.014,,Treatment of Infected Aneurysm with Combined Endovascular Aneurysm Repair and Abscess Drainage.
21342509,2011,10.1186/1748-717X-6-21,PMC3049120,Two years experience with quality assurance protocol for patient related Rapid Arc treatment plan verification using a two dimensional ionization chamber array.
22539154,2012,10.1002/bjs.8732,,Critical appraisal of the 'wait and see' approach in rectal cancer for clinical complete responders after chemoradiation.
34307922,2021,10.1016/j.phro.2021.07.005,PMC8295842,Patient position verification in magnetic-resonance imaging only radiotherapy of anal and rectal cancers.
23011550,2013,10.1007/s00261-012-9958-3,,"Anal carcinoma: FDG PET/CT in staging, response evaluation, and follow-up."
18472440,2008,,,Images in HIV/AIDS. The changing face of anal cancer.
34814260,2021,10.3934/mbe.2021371,,A deep learning based automatic segmentation approach for anatomical structures in intensity modulation radiotherapy.
24159637,2013,10.12968/hmed.2013.74.7.377,,LOREC: the English Low Rectal Cancer National Development Programme.
25969638,2015,10.4103/0971-3026.155865,PMC4419424,Imaging in rectal cancer with emphasis on local staging with MRI.
22526897,2012,10.1245/s10434-012-2309-3,,Comparison of magnetic resonance imaging and histopathological response to chemoradiotherapy in locally advanced rectal cancer.
21385884,2011,10.1093/annonc/mdq782,,"Phase II study of panitumumab, oxaliplatin, 5-fluorouracil, and concurrent radiotherapy as preoperative treatment in high-risk locally advanced rectal cancer patients (StarPan/STAR-02 Study)."
15540288,2004,10.1007/s10350-004-0673-1,,Does rectal wall tumor eradication with preoperative chemoradiation permit a change in the operative strategy?
14659646,2004,10.1016/j.jinorgbio.2003.09.001,,"Multinuclear NMR spectroscopy and antitumor activity of novel platinum(II) complexes with 5,7-disubstituted-1,2,4-triazolo[1,5-a]pyrimidines."
28690773,2017,10.4240/wjgs.v9.i6.139,PMC5483413,"Recent advances in the management of rectal cancer: No surgery, minimal surgery or minimally invasive surgery."
17940397,2007,,,[A case of liver metastasis from anorectal malignant melanoma on hemodialysis treated by chemotherapy].
28728779,2018,10.1016/j.remn.2017.06.002,,"""Miner's cap-like"" solitary frontal bone metastasis from rectal adenocarcinoma on (18)F-FDG PET/CT."
26853971,2016,10.1016/j.acra.2015.12.013,,Discrimination between Metastatic and Nonmetastatic Mesorectal Lymph Nodes in Rectal Cancer Using Intravoxel Incoherent Motion Diffusion-weighted Magnetic Resonance Imaging.
20591608,2011,10.1016/j.carj.2010.04.012,,Radiologic and pathological correlation of staging of rectal cancer with 3 Tesla magnetic resonance imaging.
34041033,2021,10.3389/fonc.2021.671354,PMC8141802,Radiomics Based on T2-Weighted Imaging and Apparent Diffusion Coefficient Images for Preoperative Evaluation of Lymph Node Metastasis in Rectal Cancer Patients.
22580120,2012,10.1016/j.ijrobp.2012.01.096,,Optimal timing for assessment of tumor response to neoadjuvant chemoradiation in patients with rectal cancer: do all patients benefit from waiting longer than 6 weeks?
24766302,2014,10.3109/07357907.2014.907420,,External beam radiotherapy ± chemotherapy in the treatment of anal canal cancer: a single-institute long-term experience on 100 patients.
22002269,2011,10.1097/SLE.0b013e31822b0dcb,,Pelvic anatomy as a factor in laparoscopic rectal surgery: a prospective study.
19058413,2008,,,"[Minutes of the 27th meeting of the European Society for Therapeutic Radiology and Oncology (ESTRO), Goteborg (Sweden), 14-18 September 2008]."
31476417,2019,10.1016/j.ijrobp.2019.08.042,,Image Guided Adaptive Endorectal Brachytherapy in the Nonoperative Management of Patients With Rectal Cancer.
34109120,2021,10.3389/fonc.2021.670156,PMC8180870,Quantitative T2*-Weighted Imaging and Reduced Field-of-View Diffusion-Weighted Imaging of Rectal Cancer: Correlation of R2* and Apparent Diffusion Coefficient With Histopathological Prognostic Factors.
22426259,2012,10.1097/DCR.0b013e31824678e3,PMC3546551,Pretreatment high-resolution rectal MRI and treatment response to neoadjuvant chemoradiation.
11483342,2001,10.1016/s0360-3016(01)01540-1,,A phase I/II trial of three-dimensionally planned concurrent boost radiotherapy and protracted venous infusion of 5-FU chemotherapy for locally advanced rectal carcinoma.
34098631,2021,10.3393/ac.2021.03.15,PMC8566143,The Effect of Anastomotic Leakage on the Incidence and Severity of Low Anterior Resection Syndrome in Patients Undergoing Proctectomy: A Propensity Score Matching Analysis.
32575082,2020,10.1088/1361-6560/ab9f61,,Standardization of CT radiomics features for multi-center analysis: impact of software settings and parameters.
20940606,2010,10.1007/DCR.0b013e3181e8f4b6,,Real-time magnetic resonance-guided microwave coagulation therapy for pelvic recurrence of rectal cancer: initial clinical experience using a 0.5 T open magnetic resonance system.
31275615,2019,10.1136/esmoopen-2019-000518,PMC6579577,Expanding the TNM for cancers of the colon and rectum using machine learning: a demonstration.
19319116,2009,10.1016/s0761-8425(09)71598-0,,[Bevacizumab and invasive procedures: practical recommendations].
30006679,2018,10.1007/s12029-018-0133-0,,Dose Escalation with Simultaneous Integrated Boost (SIB) Using Volumetric Modulated Arc Therapy (VMAT) in Rectal Cancer.
27238467,2016,10.1016/j.semradonc.2016.03.001,,Rectal Cancer: The Radiation Oncologist: The Great Watchmaker.
25104203,2014,10.4103/0019-509X.138292,,Pre-operative staging of rectal cancer using multi-detector row computed tomography with multiplanar reformations: single center experience.
29088894,2017,10.18632/oncotarget.17491,PMC5650449,The value of diffusion kurtosis imaging in assessing pathological complete response to neoadjuvant chemoradiation therapy in rectal cancer: a comparison with conventional diffusion-weighted imaging.
19596174,2010,10.1016/j.ijrobp.2009.02.066,,Clinical utility of the modified segmental boost technique for treatment of the pelvis and inguinal nodes.
25124320,2015,10.1002/jmri.24718,,Dynamic contrast enhanced MR imaging for rectal cancer response assessment after neo-adjuvant chemoradiation.
24702293,2014,,,[Evaluation of safe resection margins in rectal carcinoma].
26666769,2016,10.1007/s12094-015-1462-0,,Patterns and management of distant failure in locally advanced rectal cancer: a cohort study.
21284128,2010,,,"[Minutes of the 29th meeting of the European Society for Therapeutic Radiology and Oncology (Estro), Barcelona (Spain), 12-16 September 2010]."
27460228,2017,10.1007/s00104-016-0208-z,,"Robotic technology for colorectal surgery : Procedures, current applications, and future innovative challenges."
32624161,2020,10.1016/j.mric.2020.03.009,,MR Imaging Texture Analysis in the Abdomen and Pelvis.
18812273,2008,10.1177/145749690809700306,,Local staging of rectal cancer using the black lumen magnetic resonance imaging technique.
34323052,2021,10.12182/20210460201,PMC10409384,[Application of Automated Machine Learning Based on Radiomics Features of T2WI and RS-EPI DWI to Predict Preoperative T Staging of Rectal Cancer].
33349519,2021,10.1016/j.clcc.2020.11.001,,Radiomics for the Prediction of Treatment Outcome and Survival in Patients With Colorectal Cancer: A Systematic Review.
24239243,2014,10.1016/j.radonc.2013.10.026,,Preoperative intensity-modulated and image-guided radiotherapy with a simultaneous integrated boost in locally advanced rectal cancer: report on late toxicity and outcome.
28501249,2017,10.1016/j.suc.2017.01.008,,New Strategies in Rectal Cancer.
32890612,2020,10.1016/j.radonc.2020.08.028,,"Magnetic resonance imaging tumor response score (mrTRS) predicts therapeutic effect and prognosis of locally advanced rectal cancer after neoadjuvant chemoradiotherapy: A prospective, multi-center study."
33747528,2021,10.1093/gastro/goaa083,PMC7962745,Transanal vs laparoscopic total mesorectal excision for rectal cancer: a multicenter randomized phase III clinical trial (TaLaR trial) protocol.
33971571,2021,10.1016/j.ejrad.2021.109742,,Early conformational changes at tumour bed and long term response after neoadjuvant therapy in locally-advanced rectal cancer.
29455167,2018,10.1136/bmjopen-2017-019614,PMC5855328,Pulmonary metastasis in rectal cancer: a retrospective study of clinicopathological characteristics of 404 patients in Chinese cohort.
34298803,2021,10.3390/cancers13143590,PMC8303203,Radiomics in the Setting of Neoadjuvant Radiotherapy: A New Approach for Tailored Treatment.
30827451,2019,10.1016/j.semradonc.2018.11.004,,Anal Cancer in the Era of Dose Painted Intensity Modulated Radiation Therapy: Implications for Regional Nodal Therapy.
27974702,2017,10.18632/oncotarget.13855,PMC5352371,Tumor compactness improves the preoperative volumetry-based prediction of the pathological complete response of rectal cancer after preoperative concurrent chemoradiotherapy.
31496628,2019,10.3748/wjg.v25.i31.4502,PMC6710176,Application of indocyanine green-enhanced near-infrared fluorescence-guided imaging in laparoscopic lateral pelvic lymph node dissection for middle-low rectal cancer.
18617780,2008,10.1097/MEG.0b013e3282fc2649,,"Heparanase-2, syndecan-1, and extracellular matrix remodeling in colorectal carcinoma."
31823293,2020,10.1007/s11547-019-01115-8,,Effect of granulocyte colony-stimulating factor on bone marrow: evaluation by intravoxel incoherent motion and dynamic contrast-enhanced magnetic resonance imaging.
11567822,2001,10.1016/s0360-3016(01)01644-3,,"Dislocation of small bowel volume within box pelvic treatment fields, using new ""up down table"" device."
28802802,2017,10.1016/S1470-2045(17)30456-4,,"Nodal stage migration and prognosis in anal cancer: a systematic review, meta-regression, and simulation study."
27330824,2016,10.1186/s40779-016-0087-0,PMC4912766,A case of postoperative spontaneous intussusception after laparoscopic low anterior resection for rectal cancer.
23474523,2013,,,Pelvic magnetic resonance imaging for rectal cancer in a provincial centre: time to follow the standards?
30386986,2019,10.1007/s00464-018-6519-z,,Real-time in vivo optical biopsy using confocal laser endomicroscopy to evaluate distal margin in situ and determine surgical procedure in low rectal cancer.
30489325,2019,10.1097/DCR.0000000000001279,,Primary Colorectal Lymphoma: Institutional Experience and Review of a National Database.
25596047,2014,,,[Particle beam radiotherapy].
34136391,2021,10.3389/fonc.2021.655325,PMC8201514,MV CBCT-Based Synthetic CT Generation Using a Deep Learning Method for Rectal Cancer Adaptive Radiotherapy.
25577525,2015,10.1007/s00330-014-3581-3,,Standardized Index of Shape (SIS): a quantitative DCE-MRI parameter to discriminate responders by non-responders after neoadjuvant therapy in LARC.
23207940,2012,10.1159/000342037,,Multivisceral resection for T4 or recurrent colorectal cancer.
22271205,2012,10.1245/s10434-011-2210-5,,"Diagnostic accuracy of MRI for assessment of T category, lymph node metastases, and circumferential resection margin involvement in patients with rectal cancer: a systematic review and meta-analysis."
29503175,2018,10.1016/j.acra.2018.01.020,,CT-based Radiomics Signature to Discriminate High-grade From Low-grade Colorectal Adenocarcinoma.
32738130,2020,10.2478/raon-2020-0043,PMC7585344,"Influence of concurrent capecitabine based chemoradiotherapy with bevacizumab on the survival rate, late toxicity and health-related quality of life in locally advanced rectal cancer: a prospective phase II CRAB trial."
27784970,2016,10.3748/wjg.v22.i38.8576,PMC5064039,Combination of three-gene immunohistochemical panel and magnetic resonance imaging-detected extramural vascular invasion to assess prognosis in non-advanced rectal cancer patients.
32121328,2020,10.3390/cancers12030563,PMC7139832,The Determination of Immunomodulation and Its Impact on Survival of Rectal Cancer Patients Depends on the Area Comprising a Tissue Microarray.
25899892,2015,10.1259/bjr.20150097,PMC4628535,MRI volumetry for prediction of tumour response to neoadjuvant chemotherapy followed by chemoradiotherapy in locally advanced rectal cancer.
11341018,2001,,,[Treatment of rectal carcinoma].
33731051,2021,10.1186/s12880-021-00583-7,PMC7967971,MRI-based nomogram analysis: recognition of anterior peritoneal reflection and its relationship to rectal cancers.
24326828,2014,10.1007/s10151-013-1099-3,,Mucinous carcinoma of the rectum: a distinct clinicopathological entity.
15785880,2005,10.1007/s10350-004-0909-0,,Surgery for locally recurrent rectal cancer.
23371446,2013,10.1007/s11912-013-0296-6,,Anal cancer: are we making progress?
32885328,2021,10.1007/s10151-020-02335-1,,Assessment of intraoperative use of indocyanine green fluorescence imaging on the incidence of anastomotic leakage after rectal cancer surgery: a PRISMA-compliant systematic review and meta-analysis.
