PMID,Year,DOI,PMC,Title,Source,Status,Route,Attempts,LastError,PDFPath
26997222,2016,10.4103/1319-3767.178526,PMC4817299,Utility of rectoscopy in the assessment of response to neoadjuvant treatment for locally advanced rectal cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
27003990,2016,10.3748/wjg.v22.i11.3127,PMC4789988,Evidence-based medical oncology and interventional radiology paradigms for liver-dominant colorectal cancer metastases.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
27011602,2015,10.1007/s12262-015-1223-x,PMC4775550,A New Laparoscopic Rectal Transection Method via Umbilical Incision Using Endo GIA™ Radial Reload.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27011602.pdf
27019309,2016,10.1002/jmri.25250,,Role of quantitative intravoxel incoherent motion parameters in the preoperative diagnosis of nodal metastasis in patients with rectal carcinoma.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27019309.pdf
27050598,2016,10.1097/DCR.0000000000000568,,Persistent Asymptomatic Anastomotic Leakage After Laparoscopic Sphincter-Saving Surgery for Rectal Cancer: Can Diverting Stoma Be Reversed Safely at 6 Months?,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27050598.pdf
27054278,2016,10.1016/j.media.2016.03.002,PMC4917895,Pieces-of-parts for supervoxel segmentation with global context: Application to DCE-MRI tumour delineation.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27054278.pdf
27055486,2016,10.3109/0284186X.2016.1156738,,Adaptive radiotherapy strategies for pelvic tumors - a systematic review of clinical implementations.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27055486.pdf
27056748,2016,10.1007/s00261-016-0733-8,,"Performance of diffusion-weighted imaging, perfusion imaging, and texture analysis in predicting tumoral response to neoadjuvant chemoradiotherapy in rectal cancer patients studied with 3T MR: initial experience.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27056748.pdf
27059037,2016,10.1007/s00384-016-2577-7,,Preoperative chemoradiation with capecitabine for rectal cancer in elderly patients: a phase I trial.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27059037.pdf
27063857,2016,10.1016/j.ijsu.2016.03.066,,"Visceral obesity, muscle mass and outcome in rectal cancer surgery after neo-adjuvant chemo-radiation.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27063857.pdf
27070083,2016,10.18632/oncotarget.7979,PMC5053642,Pretreatment magnetic resonance imaging of regional lymph nodes with carcinoembryonic antigen in prediction of synchronous distant metastasis in patients with rectal cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
27073650,2016,10.3892/mco.2016.762,PMC4812157,Diagnostic value of dynamic contrast-enhanced magnetic resonance imaging in rectal cancer and its correlation with tumor differentiation.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27073650.pdf
27090113,2017,10.1007/s00330-016-4337-z,PMC5209434,The assessment of local response using magnetic resonance imaging at 3- and 6-month post chemoradiotherapy in patients with anal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27090113.pdf
27122982,2016,10.3747/co.23.2894,PMC4835002,Collaborative case conferences in rectal cancer: case series in a tertiary care centre.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27122982.pdf
27133686,2016,10.1016/j.clinimag.2016.01.007,,Correlation of MRI-detected extramural vascular invasion with regional lymph node metastasis in rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27133686.pdf
27149445,2016,10.1097/MD.0000000000003463,PMC4863762,Is Preoperative Chemoradiotherapy Beneficial for Sphincter Preservation in Low-Lying Rectal Cancer Patients?,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27149445.pdf
27160356,2016,10.1016/j.ejso.2016.04.003,,Timing of surgery following neoadjuvant chemoradiotherapy in locally advanced rectal cancer - A comparison of magnetic resonance imaging at two time points and histopathological responses.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27160356.pdf
27215513,2016,,,[Robotic surgery for colorectal cancer in elderly patients].,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
27217542,2016,10.1093/annonc/mdw215,,"PAN-EX: a pooled analysis of two trials of neoadjuvant chemotherapy followed by chemoradiotherapy in MRI-defined, locally advanced rectal cancer.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27217542.pdf
27232254,2017,10.1097/SLA.0000000000001791,,Reply to: Does MRI Restaging of Rectal Cancer After Chemoradiotherapy Actually Permit a Change in Surgical Management?,50,done,scihub:doi,1,,pdfs_sample\PMID_27232254.pdf
27238467,2016,10.1016/j.semradonc.2016.03.001,,Rectal Cancer: The Radiation Oncologist: The Great Watchmaker.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27238467.pdf
27251677,2016,10.1007/s12149-016-1089-4,,(18)F-FDG uptake by rectal cancer is similar in mucinous and nonmucinous histological subtypes.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27251677.pdf
27260329,2016,10.1016/j.dld.2016.05.012,,"Non-surgical management of rectal cancer. Series of 68 cases, long follow up in two leading centres in Argentina.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27260329.pdf
27260847,2016,10.1016/j.ejso.2016.05.014,,Revisiting the treatment strategy for rectal cancer through the pattern of local recurrence.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27260847.pdf
27275372,2016,10.1007/s13139-015-0350-4,PMC4870456,Primary Rectal Adenocarcinoma Metastasizing to Bilateral Breasts - a Rare Case Demonstrated by (18) F-FDG PET/CT.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27275372.pdf
27313860,2016,10.3892/mco.2016.855,PMC4888032,Clinical significance of enlarged lateral pelvic lymph nodes before and after preoperative chemoradiotherapy for rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27313860.pdf
27330824,2016,10.1186/s40779-016-0087-0,PMC4912766,A case of postoperative spontaneous intussusception after laparoscopic low anterior resection for rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27330824.pdf
27346172,2017,10.1002/jmri.25337,,Whole-body PET/MRI for colorectal cancer staging: Is it the way forward?,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27346172.pdf
27353096,2016,,,[Prevention of intraoperative incidental injuries during sphincter-preserving surgery for rectal cancer and management of postoperative complication].,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
27373910,2016,10.1016/j.radonc.2016.06.005,,Do refined consensus guidelines improve the uniformity of clinical target volume delineation for rectal cancer? Results of a national review project.,50,done,scihub:doi,1,,pdfs_sample\PMID_27373910.pdf
27381221,2016,10.1016/j.crad.2016.05.005,,Interobserver agreement of radiologists assessing the response of rectal cancers to preoperative chemoradiation using the MRI tumour regression grading (mrTRG).,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27381221.pdf
27452756,2016,,,[Analysis of metastatic patterns after curative colorectal cancer surgery based on primary tumor location].,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
27460227,2016,10.1007/s00104-016-0238-6,,"[Robotic technology for colorectal surgery : Procedures, current applications, and future innovative challenges - German version].",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27460227.pdf
27460228,2017,10.1007/s00104-016-0208-z,,"Robotic technology for colorectal surgery : Procedures, current applications, and future innovative challenges.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27460228.pdf
27487624,2016,,,[Multidisciplinary treatment of locally advanced rectal cancer].,1000,done,crossref:scihub,1,,pdfs_sample_1000\PMID_27487624.pdf
27489868,2016,10.1016/j.ejro.2016.06.003,PMC4959919,Locally advanced rectal cancer: Qualitative and quantitative evaluation of diffusion-weighted MR imaging in the response assessment after neoadjuvant chemo-radiotherapy.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27489868.pdf
27501592,2016,,,Retrospective Audit: Does Prior Assessment by Oral and Maxillofacial Surgeons Reduce the Risk of Osteonecrosis of The Jaw in Patients Receiving Bone-Targeted Therapies for Metastatic Cancers to the Skeleton?--Part II.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
27505108,2016,10.1097/DCR.0000000000000655,,Semiquantitative Volumetry by Sequential PET/CT May Improve Prediction of Complete Response to Neoadjuvant Chemoradiation in Patients With Distal Rectal Cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27505108.pdf
27510524,2016,10.1007/s10151-016-1514-7,,"Surgical timing after chemoradiotherapy for rectal cancer, analysis of technique (STARRCAT): results of a feasibility multi-centre randomized controlled trial.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27510524.pdf
27528121,2016,10.1016/j.radonc.2016.07.017,,International consensus guidelines on Clinical Target Volume delineation in rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27528121.pdf
27538267,2017,10.1111/codi.13496,,Magnetic resonance based texture parameters as potential imaging biomarkers for predicting long-term survival in locally advanced rectal cancer treated by chemoradiotherapy.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27538267.pdf
27548058,2016,10.1371/journal.pone.0160732,PMC4993446,Evaluation of Tumor Response after Short-Course Radiotherapy and Delayed Surgery for Rectal Cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27548058.pdf
27593246,2016,10.1016/j.cpet.2016.05.004,,PET/MR Imaging in Cancers of the Gastrointestinal Tract.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27593246.pdf
27602923,2016,10.1097/DCR.0000000000000667,,Magnetic Resonance Tumor Regression Grade and Residual Mucosal Abnormality as Predictors for Pathological Complete Response in Rectal Cancer Postneoadjuvant Chemoradiotherapy.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27602923.pdf
27612049,2016,10.3233/XST-160594,,Liver acquisition with acceleration volume acquisition gadolinium-enhanced magnetic resonance combined with T2 sequences in the diagnosis of local recurrence of rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27612049.pdf
27614499,2016,10.1016/j.canrad.2016.07.096,,[Clinical to target volume margins determination in radiotherapy for anal cancers].,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27614499.pdf
27630331,2016,10.21873/anticanres.11039,,Prediction of KRAS Mutation in Rectal Cancer Using MRI.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
27652798,2016,10.1080/13645706.2016.1206572,,Transanal total mesorectal excision: technical aspects of approaching the mesorectal plane from below.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27652798.pdf
27666622,2016,10.1016/j.ejrad.2016.08.008,,Readout-segmented echo-planar imaging improves the image quality of diffusion-weighted MR imaging in rectal cancer: Comparison with single-shot echo-planar diffusion-weighted sequences.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27666622.pdf
27673438,2017,10.1111/codi.13535,,Adjuvant chemotherapy may improve disease-free survival in patients with rectal cancer positive for MRI-detected extramural venous invasion following chemoradiation.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27673438.pdf
27738080,2017,10.1093/jrr/rrw098,PMC5571614,A retrospective comparison of outcome and toxicity of preoperative image-guided intensity-modulated radiotherapy versus conventional pelvic radiotherapy for locally advanced rectal carcinoma.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27738080.pdf
27743742,2017,10.1016/j.clcc.2016.07.020,,"Capecitabine and Oxaliplatin Before, During, and After Radiotherapy for High-Risk Rectal Cancer.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27743742.pdf
27748061,2016,10.1002/cam4.935,PMC5119967,Enhanced detection of lymphovascular invasion in small rectal neuroendocrine tumors using D2-40 and Elastica van Gieson immunohistochemical analysis.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27748061.pdf
27749475,2016,10.1097/DCR.0000000000000688,PMC5510895,Adoption of Robotic Technology for Treating Colorectal Cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27749475.pdf
27762432,2017,10.1002/bjs.10332,,Oncological impact of anastomotic leakage after laparoscopic mesorectal excision.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27762432.pdf
27762654,2016,10.1080/0284186X.2016.1235797,,Effect of increasing radiation dose on pathologic complete response in rectal cancer patients treated with neoadjuvant chemoradiation therapy.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27762654.pdf
27783353,2016,10.1007/s12664-016-0710-8,,Rectal GIST-Outcomes and viewpoint from a tertiary cancer center.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27783353.pdf
27784970,2016,10.3748/wjg.v22.i38.8576,PMC5064039,Combination of three-gene immunohistochemical panel and magnetic resonance imaging-detected extramural vascular invasion to assess prognosis in non-advanced rectal cancer patients.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
27815805,2016,10.1007/s12032-016-0852-7,,Lumbar-sacral bone marrow dose modeling for acute hematological toxicity in anal cancer patients treated with concurrent chemo-radiation.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27815805.pdf
27828820,2016,10.1097/SLA.0000000000001684,,Preventing Parastomal Hernia Using a Modified Sugarbaker Technique With Composite Mesh During Laparoscopic Abdominoperineal Resection: A Randomized Controlled Trial.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27828820.pdf
27845566,2017,10.1259/bjr.20150836,PMC5605010,The potential predictive value of MRI and PET-CT in mucinous and nonmucinous rectal cancer to identify patients at high risk of metastatic disease.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27845566.pdf
27873100,2017,10.1245/s10434-016-5684-3,PMC5374176,The Pretreatment Systemic Inflammatory Response is an Important Determinant of Poor Pathologic Response for Patients Undergoing Neoadjuvant Therapy for Rectal Cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27873100.pdf
27888592,2016,,,Problems in Diagnosis and Treatment of Retrorectal Tumors: Our Experience in 50 Patients.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
27897414,2017,10.1002/jcsm.12158,PMC5697014,A comparative study of software programmes for cross-sectional skeletal muscle and adipose tissue measurements on abdominal computed tomography scans of rectal cancer patients.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27897414.pdf
27926556,2017,10.1097/DCR.0000000000000739,,"Natural Orifice Specimen Extraction With Single Stapling Colorectal Anastomosis for Laparoscopic Anterior Resection: Feasibility, Outcomes, and Technical Considerations.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27926556.pdf
27934928,2016,10.1038/srep38782,PMC5146921,Comparison of non-Gaussian and Gaussian diffusion models of diffusion weighted imaging of rectal cancer at 3.0 T MRI.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27934928.pdf
27959622,2017,10.2214/AJR.16.17117,,DWI for Assessment of Rectal Cancer Nodes After Chemoradiotherapy: Is the Absence of Nodes at DWI Proof of a Negative Nodal Status?,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27959622.pdf
27974702,2017,10.18632/oncotarget.13855,PMC5352371,Tumor compactness improves the preoperative volumetry-based prediction of the pathological complete response of rectal cancer after preoperative concurrent chemoradiotherapy.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_27974702.pdf
28002822,2017,10.1159/000452741,,The VEGFR Inhibitor Cediranib Improves the Efficacy of Fractionated Radiotherapy in a Colorectal Cancer Xenograft Model.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28002822.pdf
28028557,2017,10.1007/s00261-016-1030-2,,(18)F-FDG PET/CT delayed images with forced diuresis for revaluating abdominopelvic malignancies.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28028557.pdf
28044213,2017,10.1007/s10147-016-1080-z,,Polymorphisms of MTHFR C677T and A1298C associated with survival in patients with colorectal cancer treated with 5-fluorouracil-based chemotherapy.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28044213.pdf
28055248,2017,10.1259/bjr.20151078,PMC5605058,Functional MRI for quantitative treatment response prediction in locally advanced rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28055248.pdf
28092330,2017,10.1097/SLE.0000000000000366,PMC5287437,Prediction of Anastomotic Leakage After Laparoscopic Low Anterior Resection in Male Rectal Cancer by Pelvic Measurement in Magnetic Resonance Imaging.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28092330.pdf
28099105,2017,10.1148/radiol.2017164040,,Quantitative Assessment of Rectal Cancer Response to Neoadjuvant Combined Chemotherapy and Radiation Therapy: Comparison of Three Methods of Positioning Region of Interest for ADC Measurements at Diffusion-weighted MR Imaging.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28099105.pdf
28110348,2017,10.1007/s00259-017-3633-4,,Erratum to: A rare case of rectal carcinoma and prostate carcinoma with coexistent Paget's disease mimicking bone metastases in both 18F-FDG and 68Ga PSMA PET/CT.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28110348.pdf
28125177,2016,,,CT Colonography in the Detection of Colorectal Cancer in Ireland; Economical Considerations and the Potential for Centralisation of Service Provision.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
28138623,2016,10.21037/tgh.2016.06.06,PMC5244736,Technical notes on pure laparoscopic isolated caudate lobectomy for patient with liver cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28138623.pdf
28149883,2016,10.21037/atm.2016.11.80,PMC5233502,Focusing the management of rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28149883.pdf
28150022,2017,10.1007/s00280-017-3243-7,,"Efficacy and safety of neoadjuvant chemotherapy with oxaliplatin, 5-fluorouracil, and levofolinate for T3 or T4 stage II/III rectal cancer: the FACT trial.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28150022.pdf
28165313,2017,10.2460/javma.250.4.424,PMC7474547,Colonoscopic and histologic features of rectal masses in dogs: 82 cases (1995-2012).,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28165313.pdf
28177987,2017,10.1097/DCR.0000000000000762,PMC5881116,Quality of Life and Functional Outcome After Transanal Abdominal Transanal Proctectomy for Low Rectal Cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
28194687,2017,10.1007/s12094-017-1627-0,,"Fecal incontinence and radiation dose on anal sphincter in patients with locally advanced rectal cancer (LARC) treated with preoperative chemoradiotherapy: a retrospective, single-institutional study.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28194687.pdf
28240361,2017,10.1002/bjs.10490,PMC5391264,Local tumour progression after percutaneous ablation of colorectal liver metastases according to RAS mutation status.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
28258741,2017,10.1016/j.crad.2017.01.011,,Risk factor assessment to predict the likelihood of a diagnosis of metastasis for indeterminate hepatic lesions found at computed tomography in patients with rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28258741.pdf
28277103,2017,10.1080/14737140.2017.1288104,,Hematologic toxicity in anal cancer patients during combined chemo-radiation: a radiation oncologist perspective.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28277103.pdf
28280607,2017,10.21037/jgo.2016.11.03,PMC5334047,Pathologic complete response and disease-free survival are not surrogate endpoints for 5-year survival in rectal cancer: an analysis of 22 randomized trials.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28280607.pdf
28323157,2017,10.1016/j.ijsu.2017.03.012,,Anatomic variations of inferior mesenteric artery and left colic artery evaluated by 3-dimensional CT angiography: Insights into rectal cancer surgery - A retrospective observational study.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28323157.pdf
28328820,2017,10.1097/MD.0000000000006362,PMC5371457,Long-term outcomes of surgery alone versus surgery following preoperative chemoradiotherapy for early T3 rectal cancer: A propensity score analysis.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28328820.pdf
28409357,2017,10.1007/s00330-017-4830-z,,Diffusion-weighted MRI to assess response to chemoradiotherapy in rectal cancer: main interpretation pitfalls and their use for teaching.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28409357.pdf
28423540,2017,10.18632/oncotarget.15753,PMC5400638,Correlations between intravoxel incoherent motion (IVIM) parameters and histological findings in rectal cancer: preliminary results.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28423540.pdf
28426108,2017,10.1093/annonc/mdw616,,MRI assessment and outcomes in patients receiving neoadjuvant chemotherapy only for primary rectal cancer: long-term results from the GEMCAD 0801 trial.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28426108.pdf
28470395,2017,10.1007/s00270-017-1657-6,PMC5581368,Irreversible Electroporation to Treat Malignant Tumor Recurrences Within the Pelvic Cavity: A Case Series.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28470395.pdf
28489784,2017,10.1097/MD.0000000000006866,PMC5428618,Rectal cancer: Short-term reproducibility of intravoxel incoherent motion parameters in 3.0T magnetic resonance imaging.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28489784.pdf
28493401,2017,10.1111/codi.13714,,The effect of adjuvant chemotherapy on survival and recurrence after curative rectal cancer surgery in patients who are histologically node negative after neoadjuvant chemoradiotherapy.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28493401.pdf
28501249,2017,10.1016/j.suc.2017.01.008,,New Strategies in Rectal Cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28501249.pdf
28560481,2017,10.1007/s10151-017-1615-y,PMC5495841,Fluorescence to highlight the urethra: a human cadaveric study.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28560481.pdf
28579847,2017,10.1177/1179299X17710016,PMC5437985,Correlation Between Preoperative Serum Carcinoembryonic Antigen Levels and Expression on Pancreatic and Rectal Cancer Tissue.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28579847.pdf
28597348,2018,10.1007/s00595-017-1547-1,,Pelvic inlet shape measured by three-dimensional pelvimetry is a predictor of the operative time in the anterior resection of rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28597348.pdf
28643316,2017,,,[Endoscopic metallic stent followed by elective laparoscopic surgery for malignant colorectal obstruction].,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
28647399,2017,10.1016/j.radonc.2017.06.013,PMC5641595,Quantitative imaging outperforms molecular markers when predicting response to chemoradiotherapy for rectal cancer.,both,done,scihub:doi,1,,pdfs_sample_1000\PMID_28647399.pdf
28690773,2017,10.4240/wjgs.v9.i6.139,PMC5483413,"Recent advances in the management of rectal cancer: No surgery, minimal surgery or minimally invasive surgery.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28690773.pdf
28690775,2017,10.4240/wjgs.v9.i6.153,PMC5483415,Value of multi-disciplinary input into laparoscopic management of rectal cancer - An observational study.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
28691219,2018,10.1002/jmri.25814,,Comparison of reduced field-of-view diffusion-weighted imaging (DWI) and conventional DWI techniques in the assessment of rectal carcinoma at 3.0T: Image quality and histological T staging.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28691219.pdf
28717704,2016,10.1200/JGO.2015.001479,PMC5497621,Significance of Magnetic Resonance Imaging-Assessed Tumor Response for Locally Advanced Rectal Cancer Treated With Preoperative Long-Course Chemoradiation.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28717704.pdf
28722086,2017,,,[Current surgical strategy of locally recurrent rectal cancer].,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
28728779,2018,10.1016/j.remn.2017.06.002,,"""Miner's cap-like"" solitary frontal bone metastasis from rectal adenocarcinoma on (18)F-FDG PET/CT.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28728779.pdf
28739093,2017,10.1016/j.surg.2017.05.023,,Individual surgeon is an independent risk factor for leak after double-stapled colorectal anastomosis: An institutional analysis of 800 patients.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28739093.pdf
28746154,2017,10.1097/SLA.0000000000002429,,Anastomotic Leakage and Chronic Presacral Sinus Formation After Low Anterior Resection: Results From a Large Cross-sectional Study.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28746154.pdf
28755256,2017,10.1007/s10151-017-1665-1,,Rectal sparing approach after preoperative radio- and/or chemotherapy (RESARCH) in patients with rectal cancer: a multicentre observational study.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28755256.pdf
28756039,2018,10.1016/j.clnu.2017.06.028,,Muscle wasting and survival following pre-operative chemoradiotherapy for locally advanced rectal carcinoma.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28756039.pdf
28802802,2017,10.1016/S1470-2045(17)30456-4,,"Nodal stage migration and prognosis in anal cancer: a systematic review, meta-regression, and simulation study.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28802802.pdf
28819296,2017,10.1038/s41598-017-09227-9,PMC5561073,Intravoxel incoherent motion diffusion-weighted imaging for discriminating the pathological response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28819296.pdf
28851403,2017,10.1186/s13063-017-2085-2,PMC5576102,A rectal cancer feasibility study with an embedded phase III trial design assessing magnetic resonance tumour regression grade (mrTRG) as a novel biomarker to stratify management by good and poor response to chemoradiotherapy (TRIGGER): study protocol for a randomised controlled trial.,50,done,scihub:doi,1,,pdfs_sample\PMID_28851403.pdf
28874205,2017,10.1186/s13014-017-0883-z,PMC5585969,Target volume delineation of anal cancer based on magnetic resonance imaging or positron emission tomography.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28874205.pdf
28931946,2017,10.1038/s41598-017-12194-w,PMC5607266,Comparison of perfusion models for quantitative T1 weighted DCE-MRI of rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28931946.pdf
28949102,2017,10.1111/ases.12427,,Robotic surgery for rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28949102.pdf
28959163,2017,10.1515/raon-2017-0025,PMC5611991,Quantitative Aspects of Diffusion-weighted Magnetic Resonance Imaging in Rectal Cancer Response to Neoadjuvant Therapy.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28959163.pdf
28963779,2017,10.1002/mp.12602,,Automatic segmentation of the clinical target volume and organs at risk in the planning CT for rectal cancer using deep dilated convolutional neural networks.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28963779.pdf
28967560,2018,10.1016/j.brachy.2017.08.011,,Benefit of adaptive CT-based treatment planning in high-dose-rate endorectal brachytherapy for rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28967560.pdf
28991083,2017,10.1097/DCR.0000000000000894,,Prediction of N0 Irradiated Rectal Cancer Comparing MRI Before and After Preoperative Chemoradiotherapy.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_28991083.pdf
29046927,2018,10.1007/s00259-017-3855-5,,FDG PET/CT radiomics for predicting the outcome of locally advanced rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_29046927.pdf
29075856,2017,10.1007/s00280-017-3442-2,,The potential usefulness of the Response Index in positron emission tomography assessing the therapeutic effect of pre-operative chemotherapy for advanced colorectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_29075856.pdf
29088504,2018,10.1002/bjs.10642,,MRI-based score to predict surgical difficulty in patients with rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_29088504.pdf
29088894,2017,10.18632/oncotarget.17491,PMC5650449,The value of diffusion kurtosis imaging in assessing pathological complete response to neoadjuvant chemoradiation therapy in rectal cancer: a comparison with conventional diffusion-weighted imaging.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
