PMID,SourceRoute,License,LicenseStatus
31330175,scihub:doi,unverified,unverified
31331841,,unverified,unverified
31332499,,unverified,unverified
31334366,scihub:doi,unverified,unverified
31337428,,unverified,unverified
31344279,scihub:doi,unverified,unverified
31350587,,unverified,unverified
31351576,scihub:title,unverified,unverified
31357959,scihub:doi,unverified,unverified
31361381,scihub:doi,unverified,unverified
31362843,,unverified,unverified
31377214,,unverified,unverified
31378480,scihub:title,unverified,unverified
31378655,,unverified,unverified
31386575,scihub:doi,unverified,unverified
31387597,scihub:doi,unverified,unverified
31388697,,unverified,unverified
31388861,scihub:doi,unverified,unverified
31392530,scihub:doi,unverified,unverified
31404579,scihub:doi,unverified,unverified
31407167,,unverified,unverified
31414151,scihub:doi,unverified,unverified
31414295,,unverified,unverified
31417874,scihub:title,unverified,unverified
31422001,scihub:doi,unverified,unverified
31427042,,unverified,unverified
31428810,,unverified,unverified
31428827,,unverified,unverified
31431368,scihub:title,unverified,unverified
31432332,,unverified,unverified
31434453,,unverified,unverified
31436325,,unverified,unverified
31439226,,unverified,unverified
31444557,scihub:doi,unverified,unverified
31445109,,unverified,unverified
31445495,,unverified,unverified
31454448,,unverified,unverified
31456114,scihub:title,unverified,unverified
31463048,,unverified,unverified
31464897,scihub:doi,unverified,unverified
31465088,,unverified,unverified
31467313,,unverified,unverified
31468119,,unverified,unverified
31468331,,unverified,unverified
31475550,,unverified,unverified
31476417,scihub:doi,unverified,unverified
31476419,scihub:doi,unverified,unverified
31481247,,unverified,unverified
31482361,scihub:doi,unverified,unverified
31482428,,unverified,unverified
31485770,,unverified,unverified
31487768,,unverified,unverified
31489510,,unverified,unverified
31490825,,unverified,unverified
31490833,scihub:doi,unverified,unverified
31496602,,unverified,unverified
31496628,scihub:title,unverified,unverified
31502588,,unverified,unverified
31506182,,unverified,unverified
31506793,,unverified,unverified
31510762,scihub:doi,unverified,unverified
31510960,,unverified,unverified
31515052,,unverified,unverified
31519622,,unverified,unverified
31533965,,unverified,unverified
31543678,scihub:title,unverified,unverified
31544653,,unverified,unverified
31547581,,unverified,unverified
31552465,scihub:doi,unverified,unverified
31556190,,unverified,unverified
31567929,scihub:doi,unverified,unverified
31569168,,unverified,unverified
31570183,scihub:doi,unverified,unverified
31578153,,unverified,unverified
31579761,scihub:title,unverified,unverified
31582328,,unverified,unverified
31583447,,unverified,unverified
31587098,,unverified,unverified
31588705,,unverified,unverified
31593515,scihub:title,unverified,unverified
31595366,,unverified,unverified
31596129,scihub:title,unverified,unverified
31602515,,unverified,unverified
31605186,scihub:doi,unverified,unverified
31614848,scihub:doi,unverified,unverified
31617737,,unverified,unverified
31620910,,unverified,unverified
31622294,scihub:title,unverified,unverified
31627933,scihub:title,unverified,unverified
31628218,,unverified,unverified
31628513,scihub:title,unverified,unverified
31634178,,unverified,unverified
31634183,,unverified,unverified
31638428,,unverified,unverified
31642204,,unverified,unverified
31642964,,unverified,unverified
31646202,,unverified,unverified
31650042,scihub:doi,unverified,unverified
31651118,,unverified,unverified
31652124,,unverified,unverified
31653909,scihub:doi,unverified,unverified
31659643,,unverified,unverified
31667144,,unverified,unverified
31668203,scihub:doi,unverified,unverified
31671766,,unverified,unverified
31675149,,unverified,unverified
31683174,scihub:title,unverified,unverified
31685035,,unverified,unverified
31686200,,unverified,unverified
31687781,scihub:title,unverified,unverified
31690966,,unverified,unverified
31692980,,unverified,unverified
31701309,scihub:doi,unverified,unverified
31703987,,unverified,unverified
31707122,,unverified,unverified
31721221,scihub:doi,unverified,unverified
31723425,,unverified,unverified
31727020,,unverified,unverified
31728763,scihub:title,unverified,unverified
31734709,,unverified,unverified
31737679,,unverified,unverified
31740195,scihub:doi,unverified,unverified
31741026,,unverified,unverified
31747902,,unverified,unverified
31753230,,unverified,unverified
31753232,,unverified,unverified
31753316,,unverified,unverified
31756591,,unverified,unverified
31760186,scihub:title,unverified,unverified
31770851,scihub:title,unverified,unverified
31773520,,unverified,unverified
31776063,,unverified,unverified
31777588,,unverified,unverified
31778396,,unverified,unverified
31779699,,unverified,unverified
31779779,,unverified,unverified
31780392,scihub:doi,unverified,unverified
31784835,,unverified,unverified
31784928,,unverified,unverified
31786652,,unverified,unverified
31786842,scihub:title,unverified,unverified
31788724,,unverified,unverified
31789117,scihub:doi,unverified,unverified
31793850,,unverified,unverified
31794331,scihub:doi,unverified,unverified
31795439,,unverified,unverified
31798332,scihub:doi,unverified,unverified
31801316,scihub:title,unverified,unverified
31802217,scihub:doi,unverified,unverified
31803347,,unverified,unverified
31804271,,unverified,unverified
31807525,scihub:title,unverified,unverified
31819706,,unverified,unverified
31822707,scihub:doi,unverified,unverified
31823293,scihub:doi,unverified,unverified
31828726,,unverified,unverified
31828956,,unverified,unverified
31829424,scihub:doi,unverified,unverified
31832589,,unverified,unverified
31832762,,unverified,unverified
31838580,scihub:doi,unverified,unverified
31842158,,unverified,unverified
31842163,scihub:doi,unverified,unverified
31842797,,unverified,unverified
31847830,,unverified,unverified
31849052,,unverified,unverified
31850231,,unverified,unverified
31850546,,unverified,unverified
31851000,,unverified,unverified
31852830,,unverified,unverified
31857748,scihub:doi,unverified,unverified
31863608,,unverified,unverified
31866109,,unverified,unverified
31867610,,unverified,unverified
31872084,,unverified,unverified
31874527,scihub:title,unverified,unverified
31874528,,unverified,unverified
31882458,,unverified,unverified
31884712,scihub:doi,unverified,unverified
31891748,scihub:doi,unverified,unverified
31892983,,unverified,unverified
31909851,,unverified,unverified
31914112,,unverified,unverified
31915871,scihub:title,unverified,unverified
31920031,,unverified,unverified
31924105,,unverified,unverified
31924339,,unverified,unverified
31929131,,unverified,unverified
31929858,,unverified,unverified
31930169,,unverified,unverified
31931829,,unverified,unverified
31932755,,unverified,unverified
31934352,,unverified,unverified
31939430,scihub:title,unverified,unverified
31939890,,unverified,unverified
31942672,,unverified,unverified
31945621,scihub:doi,unverified,unverified
31949380,,unverified,unverified
31949400,,unverified,unverified
31949924,,unverified,unverified
31949940,,unverified,unverified
31953656,,unverified,unverified
31955552,,unverified,unverified
31955995,scihub:doi,unverified,unverified
31956546,scihub:doi,unverified,unverified
31958923,,unverified,unverified
31960434,scihub:doi,unverified,unverified
31961077,,unverified,unverified
31969833,,unverified,unverified
31976812,,unverified,unverified
31980873,,unverified,unverified
31982206,scihub:doi,unverified,unverified
31982788,,unverified,unverified
31989780,,unverified,unverified
31991031,,unverified,unverified
31995474,scihub:doi,unverified,unverified
32001055,,unverified,unverified
32002474,,unverified,unverified
32005123,,unverified,unverified
32010707,scihub:doi,unverified,unverified
32012108,,unverified,unverified
32016420,scihub:doi,unverified,unverified
32016496,,unverified,unverified
32020526,,unverified,unverified
32027219,,unverified,unverified
32030561,,unverified,unverified
32030912,scihub:doi,unverified,unverified
32032196,,unverified,unverified
32034488,,unverified,unverified
32035757,,unverified,unverified
32039985,scihub:title,unverified,unverified
32043753,,unverified,unverified
32044531,scihub:doi,unverified,unverified
32051917,,unverified,unverified
32053808,scihub:doi,unverified,unverified
32054250,,unverified,unverified
32055993,,unverified,unverified
32061459,,unverified,unverified
32063001,,unverified,unverified
32065902,scihub:doi,unverified,unverified
32067961,,unverified,unverified
32071023,,unverified,unverified
32072254,scihub:doi,unverified,unverified
32072292,,unverified,unverified
32074786,,unverified,unverified
32092684,,unverified,unverified
32092710,,unverified,unverified
32095572,,unverified,unverified
32095790,,unverified,unverified
32095872,scihub:doi,unverified,unverified
32100185,,unverified,unverified
32106682,scihub:title,unverified,unverified
32107687,scihub:doi,unverified,unverified
32109846,,unverified,unverified
32113887,scihub:title,unverified,unverified
32116150,,unverified,unverified
32116286,,unverified,unverified
32121328,scihub:title,unverified,unverified
32122381,,unverified,unverified
32123949,,unverified,unverified
32124049,,unverified,unverified
32124050,,unverified,unverified
32133665,,unverified,unverified
32135486,,unverified,unverified
32138828,scihub:title,unverified,unverified
32140502,,unverified,unverified
32141972,,unverified,unverified
32150094,,unverified,unverified
32152823,scihub:doi,unverified,unverified
32154585,scihub:doi,unverified,unverified
32156907,scihub:title,unverified,unverified
32157025,,unverified,unverified
32157055,scihub:title,unverified,unverified
32164102,,unverified,unverified
32166534,,unverified,unverified
32173832,scihub:title,unverified,unverified
32175110,,unverified,unverified
32178647,scihub:doi,unverified,unverified
32179989,,unverified,unverified
32192301,scihub:title,unverified,unverified
32192302,,unverified,unverified
32192305,,unverified,unverified
32192310,,unverified,unverified
32192490,,unverified,unverified
32192792,,unverified,unverified
32198787,scihub:title,unverified,unverified
32203400,scihub:title,unverified,unverified
32207568,,unverified,unverified
32216127,,unverified,unverified
32216771,scihub:title,unverified,unverified
32222334,,unverified,unverified
32222335,,unverified,unverified
32224071,,unverified,unverified
32224072,,unverified,unverified
32232543,,unverified,unverified
32234900,scihub:title,unverified,unverified
32234911,scihub:title,unverified,unverified
32239978,scihub:title,unverified,unverified
32240411,,unverified,unverified
32247689,scihub:doi,unverified,unverified
32256740,,unverified,unverified
32257050,,unverified,unverified
32264919,,unverified,unverified
32265157,scihub:doi,unverified,unverified
32266979,,unverified,unverified
32268263,,unverified,unverified
32269618,,unverified,unverified
32270317,,unverified,unverified
32270337,scihub:doi,unverified,unverified
32271219,,unverified,unverified
32274435,,unverified,unverified
32277248,,unverified,unverified
32277332,,unverified,unverified
32281254,,unverified,unverified
32285009,,unverified,unverified
32296896,scihub:doi,unverified,unverified
32296933,,unverified,unverified
32297096,scihub:doi,unverified,unverified
32297136,,unverified,unverified
32306605,scihub:title,unverified,unverified
32306613,scihub:title,unverified,unverified
32309354,,unverified,unverified
32313964,,unverified,unverified
32315264,,unverified,unverified
32319859,scihub:doi,unverified,unverified
32328460,scihub:title,unverified,unverified
32328461,scihub:doi,unverified,unverified
32336000,scihub:doi,unverified,unverified
32339781,scihub:doi,unverified,unverified
32342670,scihub:doi,unverified,unverified
32345649,scihub:title,unverified,unverified
32354961,,unverified,unverified
32355671,scihub:doi,unverified,unverified
32361587,,unverified,unverified
32361808,,unverified,unverified
32363115,scihub:doi,unverified,unverified
32366421,,unverified,unverified
32367283,scihub:title,unverified,unverified
32368200,,unverified,unverified
32368877,,unverified,unverified
32375894,,unverified,unverified
32385767,,unverified,unverified
32385797,scihub:title,unverified,unverified
32386109,scihub:doi,unverified,unverified
32387305,scihub:title,unverified,unverified
32399265,scihub:title,unverified,unverified
32410063,,unverified,unverified
32410082,scihub:title,unverified,unverified
32411193,,unverified,unverified
32415197,,unverified,unverified
32416279,scihub:doi,unverified,unverified
32417346,scihub:doi,unverified,unverified
32417349,scihub:title,unverified,unverified
32424463,scihub:title,unverified,unverified
32425093,,unverified,unverified
32426097,,unverified,unverified
32430619,,unverified,unverified
32436450,,unverified,unverified
32443182,,unverified,unverified
32446431,,unverified,unverified
32448741,,unverified,unverified
32451647,,unverified,unverified
32460785,,unverified,unverified
32462386,europepmc:pdf,unverified,unverified
32471382,,unverified,unverified
32476295,,unverified,unverified
32476744,,unverified,unverified
32476800,,unverified,unverified
32477930,,unverified,unverified
32484427,,unverified,unverified
32487643,,unverified,unverified
32487684,scihub:title,unverified,unverified
32488420,scihub:title,unverified,unverified
32495710,,unverified,unverified
32500192,,unverified,unverified
32506534,,unverified,unverified
32512507,,unverified,unverified
32514447,,unverified,unverified
32517871,scihub:title,unverified,unverified
32519956,scihub:title,unverified,unverified
32520954,scihub:doi,unverified,unverified
32521974,,unverified,unverified
32521977,,unverified,unverified
32522084,scihub:title,unverified,unverified
32523318,scihub:title,unverified,unverified
32524461,,unverified,unverified
32524685,,unverified,unverified
32524782,,unverified,unverified
32536776,,unverified,unverified
32540336,,unverified,unverified
32544967,,unverified,unverified
32548618,scihub:doi,unverified,unverified
32551030,scihub:title,unverified,unverified
32551426,scihub:title,unverified,unverified
32556696,,unverified,unverified
32557898,scihub:title,unverified,unverified
32558716,,unverified,unverified
32560632,,unverified,unverified
32561971,scihub:title,unverified,unverified
32564236,,unverified,unverified
32565539,,unverified,unverified
32567593,,unverified,unverified
32568477,,unverified,unverified
32569727,,unverified,unverified
32571310,,unverified,unverified
32575082,scihub:title,unverified,unverified
32575937,,unverified,unverified
32576929,,unverified,unverified
32577580,scihub:title,unverified,unverified
32583145,,unverified,unverified
32592369,,unverified,unverified
32594270,,unverified,unverified
32594660,,unverified,unverified
32599443,,unverified,unverified
32604082,,unverified,unverified
32606172,,unverified,unverified
32614238,,unverified,unverified
32620303,,unverified,unverified
32620457,scihub:title,unverified,unverified
32621010,,unverified,unverified
32622667,scihub:doi,unverified,unverified
32623536,scihub:doi,unverified,unverified
32624161,scihub:title,unverified,unverified
32627312,,unverified,unverified
32632501,,unverified,unverified
32639283,scihub:doi,unverified,unverified
32639563,,unverified,unverified
32639566,scihub:title,unverified,unverified
32641080,,unverified,unverified
32650119,,unverified,unverified
32652320,,unverified,unverified
32653003,,unverified,unverified
32654177,scihub:title,unverified,unverified
32654417,,unverified,unverified
32655115,scihub:title,unverified,unverified
32661298,scihub:title,unverified,unverified
32662098,scihub:doi,unverified,unverified
32665546,,unverified,unverified
32666360,,unverified,unverified
32669377,scihub:title,unverified,unverified
32671989,,unverified,unverified
32674345,,unverified,unverified
32683831,,unverified,unverified
32684743,,unverified,unverified
32685211,scihub:title,unverified,unverified
32686268,,unverified,unverified
32690604,scihub:doi,unverified,unverified
32691110,scihub:doi,unverified,unverified
32691169,,unverified,unverified
32691542,,unverified,unverified
32694005,,unverified,unverified
32695381,scihub:doi,unverified,unverified
32697965,,unverified,unverified
32700214,,unverified,unverified
32702181,,unverified,unverified
32705734,,unverified,unverified
32711542,,unverified,unverified
32712007,,unverified,unverified
32712044,scihub:doi,unverified,unverified
32712447,,unverified,unverified
32712705,europepmc:pdf,unverified,unverified
32718795,,unverified,unverified
32722082,scihub:doi,unverified,unverified
32724164,scihub:doi,unverified,unverified
32727187,,unverified,unverified
32727189,,unverified,unverified
32727190,,unverified,unverified
32729045,,unverified,unverified
32732599,,unverified,unverified
32734476,,unverified,unverified
32738130,scihub:title,unverified,unverified
32740734,,unverified,unverified
32740816,scihub:doi,unverified,unverified
32747144,,unverified,unverified
32754842,,unverified,unverified
32758641,scihub:doi,unverified,unverified
32761428,scihub:doi,unverified,unverified
32762144,,unverified,unverified
32763060,scihub:doi,unverified,unverified
32767224,scihub:doi,unverified,unverified
32768009,scihub:doi,unverified,unverified
32775087,,unverified,unverified
32782478,,unverified,unverified
32786027,scihub:doi,unverified,unverified
32789755,scihub:doi,unverified,unverified
32791449,,unverified,unverified
32793726,scihub:doi,unverified,unverified
32794029,scihub:doi,unverified,unverified
32800528,,unverified,unverified
32802814,,unverified,unverified
32806731,,unverified,unverified
32810050,,unverified,unverified
32810348,scihub:doi,unverified,unverified
32810945,,unverified,unverified
32813028,,unverified,unverified
32825969,scihub:doi,unverified,unverified
32829150,scihub:doi,unverified,unverified
32829364,,unverified,unverified
32830799,scihub:doi,unverified,unverified
32832093,scihub:title,unverified,unverified
32833198,europepmc:pdf,unverified,unverified
32837519,,unverified,unverified
32839078,scihub:doi,unverified,unverified
32842421,,unverified,unverified
32842423,,unverified,unverified
32842424,,unverified,unverified
32842425,,unverified,unverified
32842427,,unverified,unverified
32842428,scihub:title,unverified,unverified
32848330,scihub:title,unverified,unverified
32850437,,unverified,unverified
32854730,scihub:title,unverified,unverified
32855399,scihub:doi,unverified,unverified
32855716,,unverified,unverified
32857614,scihub:title,unverified,unverified
32860448,,unverified,unverified
32862340,,unverified,unverified
32862586,,unverified,unverified
32864790,,unverified,unverified
32866283,scihub:title,unverified,unverified
32870132,,unverified,unverified
32870349,scihub:title,unverified,unverified
32871838,,unverified,unverified
32873308,scihub:doi,unverified,unverified
32877210,scihub:title,unverified,unverified
32880782,,unverified,unverified
32884036,scihub:doi,unverified,unverified
32884350,,unverified,unverified
32885328,scihub:doi,unverified,unverified
32889250,scihub:title,unverified,unverified
32890612,scihub:doi,unverified,unverified
32892128,scihub:doi,unverified,unverified
32898334,scihub:doi,unverified,unverified
32902708,,unverified,unverified
32905955,,unverified,unverified
32915336,scihub:doi,unverified,unverified
32926212,scihub:doi,unverified,unverified
32927959,,unverified,unverified
32928609,scihub:title,unverified,unverified
32936419,,unverified,unverified
32940753,scihub:doi,unverified,unverified
32940755,,unverified,unverified
32941279,,unverified,unverified
32947092,,unverified,unverified
32949276,,unverified,unverified
32951129,,unverified,unverified
32952346,,unverified,unverified
32955607,scihub:title,unverified,unverified
32958137,,unverified,unverified
32968361,,unverified,unverified
32968367,,unverified,unverified
32969877,scihub:title,unverified,unverified
32970178,scihub:doi,unverified,unverified
32972094,europepmc:pdf,unverified,unverified
32974055,scihub:doi,unverified,unverified
32974154,,unverified,unverified
32975646,scihub:title,unverified,unverified
32976874,,unverified,unverified
32976875,scihub:doi,unverified,unverified
32978664,,unverified,unverified
32978993,,unverified,unverified
32986174,scihub:title,unverified,unverified
32987202,,unverified,unverified
32988915,,unverified,unverified
32991218,,unverified,unverified
32993251,,unverified,unverified
32995044,,unverified,unverified
32996713,scihub:doi,unverified,unverified
32997900,,unverified,unverified
33002647,scihub:title,unverified,unverified
33003615,europepmc:pdf,unverified,unverified
33004026,europepmc:pdf,unverified,unverified
33006668,europepmc:pdf,unverified,unverified
33006704,europepmc:pdf,unverified,unverified
33011045,scihub:doi,unverified,unverified
33014786,scihub:doi,unverified,unverified
33023215,scihub:doi,unverified,unverified
33023818,,unverified,unverified
33024513,scihub:title,unverified,unverified
33031464,scihub:doi,unverified,unverified
33033006,scihub:title,unverified,unverified
33033081,europepmc:pdf,unverified,unverified
33034673,,unverified,unverified
33036648,scihub:doi,unverified,unverified
33038847,scihub:doi,unverified,unverified
33047211,scihub:doi,unverified,unverified
33051425,,unverified,unverified
33054291,scihub:title,unverified,unverified
33059647,scihub:title,unverified,unverified
33060876,europepmc:pdf,unverified,unverified
33064623,,unverified,unverified
33065186,,unverified,unverified
33080736,europepmc:pdf,unverified,unverified
33081663,,unverified,unverified
33083648,europepmc:pdf,unverified,unverified
33097436,,unverified,unverified
33100931,europepmc:pdf,unverified,unverified
33102603,scihub:doi,unverified,unverified
33102780,scihub:doi,unverified,unverified
33107816,scihub:doi,unverified,unverified
33108881,scihub:title,unverified,unverified
33111189,,unverified,unverified
33117678,scihub:title,unverified,unverified
33118384,scihub:doi,unverified,unverified
33119406,scihub:title,unverified,unverified
33120239,scihub:title,unverified,unverified
33121263,scihub:title,unverified,unverified
33121903,,unverified,unverified
33125558,scihub:title,unverified,unverified
33129352,scihub:title,unverified,unverified
33135127,,unverified,unverified
33150976,scihub:doi,unverified,unverified
33151359,,unverified,unverified
33153929,scihub:title,unverified,unverified
33154671,scihub:title,unverified,unverified
33156126,europepmc:pdf,unverified,unverified
33156543,scihub:doi,unverified,unverified
33158448,europepmc:pdf,unverified,unverified
33162315,scihub:doi,unverified,unverified
33162318,scihub:title,unverified,unverified
33169626,scihub:title,unverified,unverified
33170102,scihub:title,unverified,unverified
33172475,europepmc:pdf,unverified,unverified
33174810,europepmc:pdf,unverified,unverified
33178735,europepmc:pdf,unverified,unverified
33180166,scihub:title,unverified,unverified
33184703,scihub:title,unverified,unverified
33185752,,unverified,unverified
33189492,scihub:doi,unverified,unverified
33189550,scihub:doi,unverified,unverified
33190987,scihub:doi,unverified,unverified
33194091,scihub:title,unverified,unverified
33194651,scihub:title,unverified,unverified
33194680,europepmc:pdf,unverified,unverified
33194696,scihub:title,unverified,unverified
33207287,scihub:doi,unverified,unverified
33211264,,unverified,unverified
33212555,,unverified,unverified
33220397,,unverified,unverified
33222732,,unverified,unverified
33223969,scihub:title,unverified,unverified
33230658,scihub:doi,unverified,unverified
33238384,europepmc:pdf,unverified,unverified
33241428,scihub:title,unverified,unverified
33243105,,unverified,unverified
33253194,europepmc:pdf,unverified,unverified
33256671,europepmc:pdf,unverified,unverified
33263225,europepmc:pdf,unverified,unverified
33264638,scihub:doi,unverified,unverified
33281411,scihub:title,unverified,unverified
33287114,scihub:doi,unverified,unverified
33289435,scihub:doi,unverified,unverified
33295140,europepmc:pdf,unverified,unverified
33295813,,unverified,unverified
33299281,scihub:doi,unverified,unverified
33300090,scihub:doi,unverified,unverified
33301740,,unverified,unverified
33305090,europepmc:pdf,unverified,unverified
33306533,,unverified,unverified
33316358,,unverified,unverified
33319450,,unverified,unverified
33327030,,unverified,unverified
33336086,europepmc:pdf,unverified,unverified
33336723,,unverified,unverified
33340423,,unverified,unverified
33344243,europepmc:pdf,unverified,unverified
33346333,scihub:title,unverified,unverified
33347089,,unverified,unverified
33349519,scihub:title,unverified,unverified
33353272,,unverified,unverified
33356679,,unverified,unverified
33369829,,unverified,unverified
33375133,scihub:doi,unverified,unverified
33377582,,unverified,unverified
33379270,europepmc:pdf,unverified,unverified
33386222,,unverified,unverified
33395141,scihub:title,unverified,unverified
33402312,,unverified,unverified
33402599,scihub:title,unverified,unverified
33404195,scihub:title,unverified,unverified
33416990,,unverified,unverified
33418008,scihub:doi,unverified,unverified
33420827,europepmc:pdf,unverified,unverified
33421885,scihub:doi,unverified,unverified
33423883,scihub:title,unverified,unverified
33428144,scihub:doi,unverified,unverified
33430884,scihub:title,unverified,unverified
33434612,,unverified,unverified
33436026,scihub:title,unverified,unverified
33438677,,unverified,unverified
33446352,scihub:doi,unverified,unverified
33449186,scihub:doi,unverified,unverified
33452859,scihub:doi,unverified,unverified
33454799,,unverified,unverified
33458263,,unverified,unverified
33458406,,unverified,unverified
33466369,europepmc:pdf,unverified,unverified
33468176,scihub:title,unverified,unverified
33468818,,unverified,unverified
33468922,,unverified,unverified
33472330,scihub:title,unverified,unverified
33472660,scihub:title,unverified,unverified
33481641,scihub:title,unverified,unverified
33483190,,unverified,unverified
33491979,,unverified,unverified
33495878,,unverified,unverified
33501511,,unverified,unverified
33513450,,unverified,unverified
33517562,europepmc:pdf,unverified,unverified
33519233,europepmc:pdf,unverified,unverified
33533932,scihub:title,unverified,unverified
33537238,europepmc:pdf,unverified,unverified
33539412,europepmc:pdf,unverified,unverified
33542427,europepmc:pdf,unverified,unverified
33543320,scihub:doi,unverified,unverified
33545708,scihub:title,unverified,unverified
33551318,,unverified,unverified
33552943,europepmc:pdf,unverified,unverified
33554440,,unverified,unverified
33561899,,unverified,unverified
33567120,,unverified,unverified
33569436,scihub:title,unverified,unverified
33569624,,unverified,unverified
33570769,scihub:doi,unverified,unverified
33573925,scihub:title,unverified,unverified
33585985,,unverified,unverified
33588018,,unverified,unverified
33590632,scihub:doi,unverified,unverified
33591043,scihub:title,unverified,unverified
33591799,europepmc:pdf,unverified,unverified
33593304,europepmc:pdf,unverified,unverified
33601486,,unverified,unverified
33606129,scihub:doi,unverified,unverified
33614500,europepmc:pdf,unverified,unverified
33616168,europepmc:pdf,unverified,unverified
33616737,scihub:doi,unverified,unverified
33618522,scihub:title,unverified,unverified
33626193,,unverified,unverified
33628729,scihub:title,unverified,unverified
33638682,,unverified,unverified
33639954,scihub:doi,unverified,unverified
33643920,scihub:title,unverified,unverified
33646452,scihub:doi,unverified,unverified
33650664,scihub:title,unverified,unverified
33651124,,unverified,unverified
33651265,,unverified,unverified
33655700,,unverified,unverified
33661231,,unverified,unverified
33662962,,unverified,unverified
33665727,scihub:title,unverified,unverified
33675509,scihub:doi,unverified,unverified
33676825,scihub:title,unverified,unverified
33680919,europepmc:pdf,unverified,unverified
33686147,scihub:title,unverified,unverified
33686457,scihub:title,unverified,unverified
33686499,,unverified,unverified
33708844,europepmc:pdf,unverified,unverified
33710416,europepmc:pdf,unverified,unverified
33710824,scihub:title,unverified,unverified
33711144,scihub:title,unverified,unverified
33721764,scihub:title,unverified,unverified
33721766,,unverified,unverified
33723133,scihub:title,unverified,unverified
33725387,,unverified,unverified
33731051,scihub:doi,unverified,unverified
33741467,scihub:title,unverified,unverified
33741470,,unverified,unverified
33742219,scihub:doi,unverified,unverified
33742231,scihub:doi,unverified,unverified
33743017,,unverified,unverified
33744506,,unverified,unverified
33747528,europepmc:pdf,unverified,unverified
33750342,scihub:doi,unverified,unverified
33753156,,unverified,unverified
33759582,europepmc:pdf,unverified,unverified
33763362,europepmc:pdf,unverified,unverified
33764331,,unverified,unverified
33767170,europepmc:pdf,unverified,unverified
33779742,scihub:title,unverified,unverified
33783361,europepmc:pdf,unverified,unverified
33784413,,unverified,unverified
33786121,europepmc:pdf,unverified,unverified
33792823,europepmc:pdf,unverified,unverified
33797468,scihub:title,unverified,unverified
33799076,,unverified,unverified
33799475,europepmc:pdf,unverified,unverified
33812778,,unverified,unverified
33813405,scihub:title,unverified,unverified
33818750,scihub:doi,unverified,unverified
33821350,,unverified,unverified
33825016,,unverified,unverified
33825830,scihub:title,unverified,unverified
33827704,europepmc:pdf,unverified,unverified
33829708,europepmc:pdf,unverified,unverified
33833581,scihub:title,unverified,unverified
33837383,scihub:title,unverified,unverified
33837843,scihub:title,unverified,unverified
33838677,scihub:doi,unverified,unverified
33842316,scihub:title,unverified,unverified
33849560,scihub:doi,unverified,unverified
33858643,scihub:doi,unverified,unverified
33858644,scihub:doi,unverified,unverified
33858645,,unverified,unverified
33859937,europepmc:pdf,unverified,unverified
33862000,,unverified,unverified
33866728,scihub:title,unverified,unverified
33872284,scihub:title,unverified,unverified
33878823,scihub:title,unverified,unverified
33878826,scihub:title,unverified,unverified
33880066,europepmc:pdf,unverified,unverified
33881224,,unverified,unverified
33881553,scihub:title,unverified,unverified
33882087,scihub:title,unverified,unverified
33888074,scihub:doi,unverified,unverified
33893541,,unverified,unverified
33894058,,unverified,unverified
33898901,europepmc:pdf,unverified,unverified
33900009,scihub:doi,unverified,unverified
33900676,,unverified,unverified
33901863,,unverified,unverified
33902088,scihub:title,unverified,unverified
33905979,,unverified,unverified
33906249,scihub:title,unverified,unverified
33909106,scihub:title,unverified,unverified
33915618,,unverified,unverified
33922483,scihub:doi,unverified,unverified
33924854,europepmc:pdf,unverified,unverified
33925250,europepmc:pdf,unverified,unverified
33926780,scihub:doi,unverified,unverified
33927293,europepmc:pdf,unverified,unverified
33932256,europepmc:pdf,unverified,unverified
33936322,europepmc:pdf,unverified,unverified
33936966,europepmc:pdf,unverified,unverified
33937558,europepmc:pdf,unverified,unverified
33941817,europepmc:pdf,unverified,unverified
33945023,scihub:title,unverified,unverified
33948299,europepmc:pdf,unverified,unverified
33948903,,unverified,unverified
33949327,,unverified,unverified
33949877,scihub:title,unverified,unverified
33950515,,unverified,unverified
33952435,scihub:title,unverified,unverified
33952471,scihub:title,unverified,unverified
33960865,scihub:doi,unverified,unverified
33962569,scihub:doi,unverified,unverified
33963369,europepmc:pdf,unverified,unverified
33963688,europepmc:pdf,unverified,unverified
33971571,scihub:doi,unverified,unverified
33976755,scihub:title,unverified,unverified
33990500,,unverified,unverified
33992498,scihub:title,unverified,unverified
33993333,,unverified,unverified
34001462,scihub:title,unverified,unverified
34003118,scihub:title,unverified,unverified
34003351,scihub:title,unverified,unverified
34019434,europepmc:pdf,unverified,unverified
34020051,,unverified,unverified
34024807,scihub:doi,unverified,unverified
34025068,europepmc:pdf,unverified,unverified
34025732,scihub:title,unverified,unverified
34026605,scihub:title,unverified,unverified
34030644,scihub:title,unverified,unverified
34030921,,unverified,unverified
34039436,scihub:doi,unverified,unverified
34041033,scihub:title,unverified,unverified
34041663,scihub:doi,unverified,unverified
34047530,,unverified,unverified
34051043,scihub:doi,unverified,unverified
34057809,scihub:doi,unverified,unverified
34075899,scihub:title,unverified,unverified
34079717,europepmc:pdf,unverified,unverified
34079725,europepmc:pdf,unverified,unverified
34080389,,unverified,unverified
34081158,europepmc:pdf,unverified,unverified
34081292,,unverified,unverified
34081769,,unverified,unverified
34083312,scihub:title,unverified,unverified
34089596,europepmc:pdf,unverified,unverified
34090014,,unverified,unverified
34093918,europepmc:pdf,unverified,unverified
34098631,europepmc:pdf,unverified,unverified
